,uid,zoom,year,house_bung,apart,bedsit,caravan,type_ns,type_total_hh,l1919,b19_45,b46_60,b61_70,b71_80,b81_90,b91_00,b01_10,g11,h_age_ns,h_age_total_hh,oo_wm,oo_wom,rent_pl,rent_la,rent_vol,rent_free,occu_ns,occu_total_hh,rooms_1,rooms_2,rooms_3,rooms_4,rooms_5,rooms_6,rooms_7,rooms_ge8,rooms_ns,rooms_total_hh,occupied,temp_unoc,unoc_hol,unoccupied
0,I00,country,2016,1471650,200879,3266,4624,21870,1702289,141200,109668,126107,116041,213473,171044,240811,431763,33436,114122,1697665,535675,611877,309728,143178,16765,27440,53002,1697665,23752,88719,172739,179989,378691,299371,222308,238043,94053,1697665,1707453,50732,62148,183312
