,uid,zoom,desc
834,E11063,edist,Killallon
835,E11064,edist,Killeagh
836,E11065,edist,Knocklough
837,E11066,edist,Moylagh
838,E11067,edist,Oldcastle
839,E11068,edist,Stonefield
840,E11069,edist,Ardnamullan
841,E11070,edist,Baile Átha Buí
842,E11071,edist,Ballyboggan
843,E11072,edist,Ballyconnell
844,E11073,edist,Castlejordan
845,E11074,edist,Castlerickard
846,E11075,edist,Cloghbrack
847,E11076,edist,Clonmacduff
848,E11077,edist,Gallow
849,E11078,edist,Galtrim
850,E11079,edist,Grennanstown
851,E11080,edist,Hill of Down
852,E11081,edist,Innfield
853,E11082,edist,Cill Bhríde
854,E11083,edist,Kilcooly
855,E11084,edist,Kildalky
856,E11085,edist,Killaconnigan
857,E11086,edist,Killyon
858,E11087,edist,Laracor
859,E11088,edist,Rahinstown
860,E11089,edist,Rathmolyon
861,E11090,edist,An Ráth Mhór
862,E11091,edist,Summerhill
863,E11092,edist,Trim Rural
864,E12001,edist,Birr Urban
865,E12002,edist,Tullamore Urban
866,E12003,edist,Ballycumber
867,E12004,edist,Banagher
868,E12005,edist,Birr Rural
869,E12006,edist,Broughal
870,E12007,edist,Cloghan
871,E12008,edist,Clonmacnoise
872,E12009,edist,Derrinboy
873,E12010,edist,Derryad
874,E12011,edist,Doon
875,E12012,edist,Dromoyle
876,E12013,edist,Drumcullen
877,E12014,edist,Eglish
878,E12015,edist,Ferbane
879,E12016,edist,Gallen
880,E12017,edist,Hinds
881,E12018,edist,Huntston
882,E12019,edist,Kilcolman
883,E12020,edist,Kilcormac
884,E12021,edist,Killyon
885,E12022,edist,Kinnitty
886,E12023,edist,Knockbarron
887,E12024,edist,Lea
888,E12025,edist,Letter
889,E12026,edist,Lumcloon
890,E12027,edist,Lusmagh
891,E12028,edist,Mounterin
892,E12029,edist,Moyclare
893,E12030,edist,Seirkieran
894,E12031,edist,Shannonbridge
895,E12032,edist,Shannonharbour
896,E12033,edist,Srah
897,E12035,edist,Ballyburly
898,E12036,edist,Ballymacwilliam
899,E12037,edist,Bracknagh
900,E12038,edist,Clonbulloge
901,E12039,edist,Clonmore
902,E12040,edist,Croghan
903,E12041,edist,Edenderry Rural
904,E12042,edist,Edenderry Urban
905,E12043,edist,Esker / Ballaghassaan
906,E12044,edist,Knockdrin
907,E12045,edist,Monasteroris
908,E12046,edist,Aghancon
909,E12047,edist,Ballincor
910,E12048,edist,Barna
911,E12049,edist,Cangort
912,E12050,edist,Cullenwaine
913,E12051,edist,Dunkerrin
914,E12052,edist,Ettagh
915,E12053,edist,Gorteen
916,E12054,edist,Mountheaton
917,E12055,edist,Roscomroe
918,E12056,edist,Shinrone
919,E12057,edist,Templeharry
920,E12058,edist,Tulla
921,E12059,edist,Ballycommon
922,E12060,edist,Ballyshear
923,E12061,edist,Bawn
924,E12062,edist,Cappancur
925,E12063,edist,Clara
926,E12064,edist,Clonygowan
927,E12065,edist,Daingean
928,E12066,edist,Derrycooley
929,E12067,edist,Durrow
930,E12068,edist,Geashill
931,E12069,edist,Gorteen
932,E12070,edist,Hammerlane
933,E12071,edist,Kilclonfert
934,E12072,edist,Kilcumreragh
935,E12073,edist,Killeigh
936,E12074,edist,Killooly
937,E12075,edist,Killoughy
938,E12076,edist,Mountbriscoe
939,E12077,edist,O'Dempsey
940,E12078,edist,Portarlington North
941,E12079,edist,Rahan
942,E12080,edist,Raheenakeeran
943,E12081,edist,Rathfeston
944,E12082,edist,Rathrobin
945,E12083,edist,Screggan
946,E12084,edist,Silverbrook
947,E12085,edist,Tinamuck
948,E12086,edist,Tinnycross
949,E12087,edist,Tullamore Rural
950,E13001,edist,Athlone East Urban
951,E13002,edist,Athlone West Urban
952,E13003,edist,Athlone East Rural
953,E13004,edist,Auburn
954,E13005,edist,Ballybroder
955,E13006,edist,Bellanalack
956,E13007,edist,Carn
957,E13008,edist,Castledaly
958,E13009,edist,Glassan
959,E13010,edist,Kilcumreragh
960,E13011,edist,Killinure
961,E13012,edist,Moate
962,E13013,edist,Mount Temple
963,E13014,edist,Moydrum
964,E13015,edist,Muckanagh
965,E13016,edist,Tubbrit
966,E13017,edist,Umma
967,E13018,edist,Ardnagragh
968,E13019,edist,Ballymore
969,E13020,edist,Doonis
970,E13021,edist,Drumraney
971,E13022,edist,Noughaval
972,E13023,edist,Piercetown
973,E13024,edist,Templepatrick
974,E13025,edist,Winetown
975,E13026,edist,Boherquill
976,E13027,edist,Coole
977,E13028,edist,Coolure
978,E13029,edist,Finnea
979,E13030,edist,Glore
980,E13031,edist,Knockarrow
981,E13032,edist,Rathowen
982,E13033,edist,Street
983,E13034,edist,Ballinlough
984,E13035,edist,Ballyhealy
985,E13036,edist,Ballynaskeagh
986,E13037,edist,Bracklin
987,E13038,edist,Clonarney
988,E13039,edist,Collinstown
989,E13040,edist,Copperalley
990,E13041,edist,Delvin
991,E13042,edist,Faughalstown
992,E13043,edist,Fore East
993,E13044,edist,Fore West
994,E13045,edist,Hilltown
995,E13046,edist,Kilcumny
996,E13047,edist,Killua
997,E13048,edist,Killulagh
998,E13049,edist,Kilpatrick
999,E13050,edist,Kinturk
1000,E13051,edist,Riverdale
1001,E13052,edist,Rosmead
1002,E13053,edist,Ardnaglew
1003,E13054,edist,Ballinalack / Lackan
1004,E13055,edist,Ballykilmore
1005,E13056,edist,Ballymorin
1006,E13057,edist,Ballynagore
1007,E13058,edist,Belvidere
1008,E13059,edist,Carrick
1009,E13060,edist,Castle
1010,E13061,edist,Castlelost
1011,E13062,edist,Castletown
1012,E13063,edist,Churchtown
1013,E13064,edist,Cloghan
1014,E13065,edist,Clonfad
1015,E13066,edist,Clonlost
1016,E13067,edist,Derrymore
1017,E13068,edist,Dysart
1018,E13069,edist,Emper
1019,E13070,edist,Enniscoffey
1020,E13071,edist,Gaybrook
1021,E13072,edist,Glenlough
1022,E13073,edist,Greenpark
1023,E13074,edist,Griffinstown
1024,E13075,edist,Heathstown
1025,E13076,edist,Hopestown
1026,E13077,edist,Huntingdon
1027,E13078,edist,Jamestown
1028,E13079,edist,Kilbeggan
1029,E13080,edist,Kilbixy
1030,E13081,edist,Killare
1031,E13082,edist,Killucan
1032,E13083,edist,Kinnegad
1033,E13084,edist,Knockdrim
1034,E13086,edist,Lauree
1035,E13087,edist,Middleton
1036,E13088,edist,Milltown
1037,E13089,edist,Mullingar Rural
1038,E13090,edist,Mullingar North Urban
1039,E13091,edist,Mullingar South Urban
1040,E13092,edist,Multyfarnham
1041,E13093,edist,Newtown
1042,E13094,edist,Owel
1043,E13095,edist,Portloman
1044,E13096,edist,Raharney
1045,E13097,edist,Rahugh
1046,E13098,edist,Rathconrath
1047,E13099,edist,Russellstown
1048,E13100,edist,Skeagh
1049,E13101,edist,Sonna
1050,E13102,edist,Stonehall
1051,E13103,edist,Streamstown
1052,E13104,edist,Taghmon
1053,E13105,edist,Tullaghan
1054,E13106,edist,Woodland
1055,E14001,edist,Enniscorthy Urban
1056,E14002,edist,New Ross Urban
1057,E14003,edist,Rosbercon Urban
1058,E14004,edist,Wexford No. 1 Urban
1059,E14005,edist,Wexford No. 2 Urban
1060,E14006,edist,Wexford No. 3 Urban
1061,E14007,edist,Ballindaggan
1062,E14008,edist,Ballycarney
1063,E14009,edist,Ballyhoge
1064,E14010,edist,Ballyhuskard
1065,E14011,edist,Ballymore
1066,E14012,edist,Ballyvaldon
1067,E14013,edist,Bolaboy
1068,E14014,edist,Bree
1069,E14015,edist,Castleboro
1070,E14016,edist,Castledockrell
1071,E14017,edist,Castle Ellis
1072,E14018,edist,Castle Talbot
1073,E14019,edist,Clonroche
1074,E14020,edist,Edermine
1075,E14021,edist,Enniscorthy Rural
1076,E14022,edist,Ferns
1077,E14023,edist,Kilbora
1078,E14024,edist,Kilcormick
1079,E14025,edist,Killann
1080,E14026,edist,Kilmallock
1081,E14027,edist,Killoughrum
1082,E14028,edist,Kilrush
1083,E14029,edist,Kiltealy
1084,E14030,edist,Marshalstown
1085,E14031,edist,Moyacomb
1086,E14032,edist,Newtownbarry
1087,E14033,edist,Rossard
1088,E14034,edist,St. Mary's
1089,E14035,edist,The Harrow
1090,E14036,edist,The Leap
1091,E14037,edist,Tinnacross
1092,E14038,edist,Tombrack
1093,E14039,edist,Ardamine
1094,E14040,edist,Balloughter
1095,E14041,edist,Ballybeg
1096,E14042,edist,Ballycanew
1097,E14043,edist,Ballyellis
1098,E14044,edist,Ballygarrett
1099,E14045,edist,Ballylarkin
1100,E14046,edist,Ballynestragh
1101,E14047,edist,Cahore
1102,E14048,edist,Coolgreany
1103,E14049,edist,Courtown
1104,E14050,edist,Ford
1105,E14051,edist,Gorey Rural
1106,E14052,edist,Gorey Urban
1107,E14053,edist,Huntingtown
1108,E14054,edist,Kilcomb
1109,E14055,edist,Kilgorman
1110,E14056,edist,Killenagh
1111,E14057,edist,Killincooly
1112,E14058,edist,Kilnahue
1113,E14059,edist,Limerick
1114,E14060,edist,Monamolin
1115,E14061,edist,Monaseed
1116,E14062,edist,Rossminoge
1117,E14063,edist,Wells
1118,E14064,edist,Wingfield
1119,E14065,edist,Adamstown
1120,E14066,edist,Ballyanne
1121,E14067,edist,Ballyhack
1122,E14068,edist,Barrack Village
1123,E14069,edist,Barronstown
1124,E14070,edist,Carnagh
1125,E14071,edist,Carrickbyrne
1126,E14072,edist,Clongeen
1127,E14073,edist,Clonleigh
1128,E14074,edist,Dunmain
1129,E14075,edist,Fethard
1130,E14076,edist,Horetown
1131,E14077,edist,Inch
1132,E14078,edist,Kilgarvan
1133,E14079,edist,Killesk
1134,E14080,edist,Kilmokea
1135,E14081,edist,Newbawn
1136,E14082,edist,New Ross Rural
1137,E14083,edist,Oldcourt
1138,E14084,edist,Old Ross
1139,E14085,edist,Rathroe
1140,E14086,edist,Rochestown
1141,E14087,edist,Templeludigan
1142,E14088,edist,Templetown
1143,E14089,edist,Tintern
1144,E14090,edist,Whitechurch
1145,E14091,edist,Whitemoor
1146,E14092,edist,Ardcavan
1147,E14093,edist,Ardcolm
1148,E14094,edist,Artramon
1149,E14095,edist,Aughwilliam
1150,E14096,edist,Ballymitty
1151,E14097,edist,Bannow
1152,E14098,edist,Bridgetown
1153,E14099,edist,Carrick
1154,E14100,edist,Drinagh
1155,E14101,edist,Duncormick
1156,E14102,edist,Forth
1157,E14103,edist,Glynn
1158,E14104,edist,Harperstown
1159,E14105,edist,Harristown
1160,E14106,edist,Kilbride
1161,E14107,edist,Kilcowan
1162,E14108,edist,Killag
1163,E14109,edist,Killinick
1164,E14110,edist,Killurin
1165,E14111,edist,Kilmore
1166,E14112,edist,Kilpatrick
1167,E14113,edist,Kilscoran
1168,E14114,edist,Lady's Island
1169,E14115,edist,Mayglass
1170,E14116,edist,Newcastle
1171,E14117,edist,Rathaspick
1172,E14118,edist,Rosslare
1173,E14119,edist,St. Helen's
1174,E14120,edist,Tacumshin
1175,E14121,edist,Taghmon
1176,E14122,edist,Tomhaggard
1177,E14123,edist,Wexford Rural
1178,E14124,edist,Whitechurch
1179,E15001,edist,Arklow No. 1 Urban
1180,E15002,edist,Arklow No. 2 Urban
1181,E15003,edist,Bray No. 1
1182,E15004,edist,Bray No. 2
1183,E15005,edist,Bray No. 3
1184,E15006,edist,Rathmichael (Bray)
1185,E15007,edist,Wicklow Urban
1186,E15008,edist,Ballinguile
1187,E15009,edist,Baltinglass
1188,E15010,edist,Blessington
1189,E15011,edist,Burgage
1190,E15012,edist,Donaghmore
1191,E15013,edist,Donard
1192,E15014,edist,Dunlavin
1193,E15015,edist,Eadestown
1194,E15016,edist,Hartstown
1195,E15017,edist,Hollywood
1196,E15018,edist,Humewood
1197,E15019,edist,Imael North
1198,E15020,edist,Imael South
1199,E15021,edist,Kilbride
1200,E15022,edist,Lackan
1201,E15023,edist,Lugglass
1202,E15024,edist,Rathdangan
1203,E15025,edist,Rathsallagh
1204,E15026,edist,Stratford
1205,E15027,edist,Talbotstown
1206,E15028,edist,The Grange
1207,E15029,edist,Tober
1208,E15030,edist,Togher
1209,E15031,edist,Tuckmill
1210,E15032,edist,Delgany
1211,E15033,edist,Enniskerry
1212,E15034,edist,Greystones
1213,E15035,edist,Kilmacanoge
1214,E15036,edist,Powerscourt
1215,E15037,edist,Altidore
1216,E15038,edist,Arklow Rural
1217,E15039,edist,Aughrim
1218,E15040,edist,Avoca
1219,E15041,edist,Ballinaclash
1220,E15042,edist,Ballinacor
1221,E15043,edist,Ballinderry
1222,E15044,edist,Ballyarthur
1223,E15045,edist,Ballycullen
1224,E15046,edist,Brockagh
1225,E15047,edist,Calary
1226,E15048,edist,Cronebane
1227,E15049,edist,Dunganstown East
1228,E15050,edist,Dunganstown South
1229,E15051,edist,Dunganstown West
1230,E15052,edist,Ennereilly
1231,E15053,edist,Glendalough
1232,E15054,edist,Glenealy
1233,E15055,edist,Kilbride
1234,E15056,edist,Kilcoole
1235,E15057,edist,Killiskey
1236,E15058,edist,Knockrath
1237,E15059,edist,Moneystown
1238,E15060,edist,Newcastle Lower
1239,E15061,edist,Newcastle Upper
1240,E15062,edist,Oldtown
1241,E15063,edist,Rathdrum
1242,E15064,edist,Togher
1243,E15065,edist,Trooperstown
1244,E15066,edist,Wicklow Rural
1245,E15067,edist,Aghowle
1246,E15068,edist,Ballingate
1247,E15069,edist,Ballinglen
1248,E15070,edist,Ballybeg
1249,E15071,edist,Carnew
1250,E15072,edist,Coolattin
1251,E15073,edist,Coolballintaggart
1252,E15074,edist,Coolboy
1253,E15075,edist,Cronelea
1254,E15076,edist,Kilballyowen
1255,E15077,edist,Killinure
1256,E15078,edist,Kilpipe
1257,E15079,edist,Money
1258,E15080,edist,Rath
1259,E15081,edist,Shillelagh
1260,E15082,edist,Tinahely
1261,E16001,edist,Ennis No. 1 Urban
1262,E16002,edist,Ennis No. 2 Urban
1263,E16003,edist,Ennis No. 3 Urban
1264,E16004,edist,Ennis No. 4 Urban
1265,E16005,edist,Kilrush Urban
1266,E16006,edist,Abbey
1267,E16007,edist,Carran
1268,E16009,edist,Derreen
1269,E16010,edist,Drumcreehy
1270,E16011,edist,Gleninagh
1271,E16012,edist,Lisdoonvarna
1272,E16013,edist,Mountelva
1273,E16014,edist,Noughaval / Castletown
1274,E16015,edist,Oughtmama
1275,E16016,edist,Rathborney
1276,E16018,edist,Boston
1277,E16019,edist,Corrofin
1278,E16020,edist,Glenroe / Ballyeighter
1279,E16021,edist,Killinaboy
1280,E16022,edist,Kiltoraght
1281,E16023,edist,Muckanagh
1282,E16024,edist,Rath
1283,E16025,edist,Ruan
1284,E16026,edist,Clareabbey
1285,E16027,edist,Clenagh
1286,E16028,edist,Crusheen
1287,E16029,edist,Doora
1288,E16030,edist,Drumline
1289,E16031,edist,Dysert
1290,E16032,edist,Ennis Rural
1291,E16033,edist,Furroor
1292,E16034,edist,Kilcloher
1293,E16035,edist,Killanniv
1294,E16036,edist,Killone
1295,E16037,edist,Kilnamona
1296,E16038,edist,Kilraghtis
1297,E16039,edist,Kinturk
1298,E16040,edist,Newmarket
1299,E16041,edist,Sixmilebridge
1300,E16042,edist,Spancelhill
1301,E16043,edist,Templemaley
1302,E16044,edist,Tomfinlough
1303,E16045,edist,Urlan
1304,E16046,edist,Annagh
1305,E16047,edist,Ballagh
1306,E16048,edist,Ballyea
1307,E16049,edist,Ballysteen
1308,E16050,edist,Ballyvaskin
1309,E16051,edist,Cloghaun
1310,E16052,edist,Cloonanaha
1311,E16053,edist,Clooney
1312,E16054,edist,Ennistimon
1313,E16055,edist,Formoyle
1314,E16056,edist,Kilfenora
1315,E16057,edist,Killaspuglonane
1316,E16058,edist,Killilagh
1317,E16059,edist,Kilshanny
1318,E16060,edist,Liscannor
1319,E16061,edist,Lurraga
1320,E16062,edist,Magherareagh
1321,E16063,edist,Milltown Malbay
1322,E16064,edist,Moy
1323,E16065,edist,Smithstown
1324,E16066,edist,Ballynacally
1325,E16067,edist,Clondagad
1326,E16068,edist,Coolmeen
1327,E16069,edist,Kilchreest
1328,E16070,edist,Kilfiddane
1329,E16071,edist,Killadysert
1330,E16072,edist,Killofin
1331,E16073,edist,Kilmurry
1332,E16074,edist,Liscasey
1333,E16075,edist,Lisheen
1334,E16076,edist,Rinealon
1335,E16077,edist,Cahermurphy
1336,E16078,edist,Cloonadrum
1337,E16079,edist,Clooncoorha
1338,E16080,edist,Cooraclare
1339,E16081,edist,Creegh
1340,E16082,edist,Doonbeg
1341,E16083,edist,Drumellihy
1342,E16084,edist,Einagh
1343,E16085,edist,Glenmore
1344,E16086,edist,Kilballyowen
1345,E16087,edist,Kilfearagh
1346,E16088,edist,Kilkee
1347,E16089,edist,Killard
1348,E16090,edist,Killimer
1349,E16091,edist,Kilmihil
1350,E16092,edist,Kilmurry
1351,E16093,edist,Kilrush Rural
1352,E16094,edist,Knock
1353,E16095,edist,Knocknaboley
1354,E16096,edist,Knocknagore
1355,E16097,edist,Moveen
1356,E16098,edist,Moyarta
1357,E16099,edist,Mullagh
1358,E16100,edist,Querrin
1359,E16101,edist,Rahona
1360,E16102,edist,St. Martin's
1361,E16103,edist,Tullig
1362,E16104,edist,Tullycreen
1363,E16105,edist,Ballycannan
1364,E16106,edist,Ballyglass
1365,E16107,edist,Cappavilla
1366,E16108,edist,Castlecrine
1367,E16109,edist,Cloghera
1368,E16110,edist,Cloontra
1369,E16111,edist,Cratloe
1370,E16112,edist,Fahymore
1371,E16113,edist,Killeely
1372,E16114,edist,Killokennedy
1373,E16115,edist,Kilseily
1374,E16116,edist,Kiltenanlea
1375,E16117,edist,Lackareagh
1376,E16118,edist,Mountievers
1377,E16119,edist,O'Briensbridge
1378,E16120,edist,Ayle
1379,E16121,edist,Boherglass
1380,E16122,edist,Caherhurley
1381,E16124,edist,Cappaghabaun
1382,E16125,edist,Carrowbaun
1383,E16126,edist,Cloonusker
1384,E16127,edist,Coolreagh
1385,E16128,edist,Corlea / Cahermurphy
1386,E16129,edist,Derrynagittagh
1387,E16130,edist,Drummaan
1388,E16131,edist,Feakle
1389,E16132,edist,Inishcaltra North / Inishcaltra South
1390,E16134,edist,Killaloe
1391,E16135,edist,Mountshannon
1392,E16136,edist,Ogonnelloe
1393,E16137,edist,Scarriff
1394,E16138,edist,Ballyblood
1395,E16139,edist,Ballynahinch
1396,E16140,edist,Caher
1397,E16141,edist,Clooney
1398,E16142,edist,Dangan
1399,E16143,edist,Glendree
1400,E16144,edist,Kilkishen
1401,E16145,edist,Killanena
1402,E16146,edist,Killuran
1403,E16147,edist,Kiltannon
1404,E16148,edist,Kyle
1405,E16149,edist,Loughea
1406,E16150,edist,Newgrove
1407,E16151,edist,Quin
1408,E16152,edist,Rathclooney
1409,E16153,edist,Rossroe
1410,E16154,edist,Toberbreeda
1411,E16155,edist,Tulla
1412,E17001,edist,Ballinlough A
1413,E17002,edist,Ballinlough B
1414,E17003,edist,Ballinlough C
1415,E17004,edist,Ballyphehane A
1416,E17005,edist,Ballyphehane B
1417,E17006,edist,Bishopstown A
1418,E17007,edist,Bishopstown B
1419,E17008,edist,Bishopstown C
1420,E17009,edist,Bishopstown D
1421,E17010,edist,Bishopstown E
1422,E17011,edist,Blackpool A
1423,E17012,edist,Blackpool B
1424,E17013,edist,Browningstown
1425,E17014,edist,Centre A
1426,E17015,edist,Centre B
1427,E17016,edist,Churchfield
1428,E17017,edist,City Hall A
1429,E17018,edist,City Hall B
1430,E17019,edist,Commons
1431,E17020,edist,Evergreen
1432,E17021,edist,Fair Hill A
1433,E17022,edist,Fair Hill B
1434,E17023,edist,Fair Hill C
1435,E17024,edist,Farranferris A
1436,E17025,edist,Farranferris B
1437,E17026,edist,Farranferris C
1438,E17027,edist,Gillabbey A
1439,E17028,edist,Gillabbey B
1440,E17029,edist,Gillabbey C
1441,E17030,edist,Glasheen A
1442,E17031,edist,Glasheen B
1443,E17032,edist,Glasheen C
1444,E17033,edist,Greenmount
1445,E17034,edist,Gurranebraher A
1446,E17035,edist,Gurranebraher B
1447,E17036,edist,Gurranebraher C
1448,E17037,edist,Gurranebraher D
1449,E17038,edist,Gurranebraher E
1450,E17039,edist,Knocknaheeny
1451,E17040,edist,Knockrea A
1452,E17041,edist,Knockrea B
1453,E17042,edist,Mahon A
1454,E17043,edist,Mahon B
1455,E17044,edist,Mahon C
1456,E17045,edist,Mardyke
1457,E17046,edist,Mayfield
1458,E17047,edist,Montenotte A
1459,E17048,edist,Montenotte B
1460,E17049,edist,Pouladuff A
1461,E17050,edist,Pouladuff B
1462,E17051,edist,St. Patrick's A
1463,E17052,edist,St. Patrick's B
1464,E17053,edist,St. Patrick's C
1465,E17054,edist,Shanakiel
1466,E17055,edist,Shandon A
1467,E17056,edist,Shandon B
1468,E17057,edist,South Gate A
1469,E17058,edist,South Gate B
1470,E17059,edist,Sundays Well A
1471,E17060,edist,Sundays Well B
1472,E17061,edist,The Glen A
1473,E17062,edist,The Glen B
1474,E17063,edist,The Lough
1475,E17064,edist,Tivoli A
1476,E17065,edist,Tivoli B
1477,E17066,edist,Togher A
1478,E17067,edist,Togher B
1479,E17068,edist,Tramore A
1480,E17069,edist,Tramore B
1481,E17070,edist,Tramore C
1482,E17071,edist,Turners Cross A
1483,E17072,edist,Turners Cross B
1484,E17073,edist,Turners Cross C
1485,E17074,edist,Turners Cross D
1486,E18001,edist,Clonakilty Urban
1487,E18002,edist,Cobh Urban
1488,E18003,edist,Fermoy Urban
1489,E18004,edist,Kinsale Urban
1490,E18005,edist,Macroom Urban
1491,E18006,edist,Mallow North Urban
1492,E18007,edist,Mallow South Urban
1493,E18008,edist,Midleton Urban
1494,E18009,edist,Skibbereen Urban
1495,E18010,edist,Youghal Urban
1496,E18011,edist,Ballinadee
1497,E18012,edist,Ballygroman
1498,E18013,edist,Ballymodan
1499,E18014,edist,Ballymurphy
1500,E18015,edist,Bandon
1501,E18016,edist,Baurleigh
1502,E18017,edist,Bengour
1503,E18018,edist,Boulteen
1504,E18019,edist,Brinny
1505,E18020,edist,Cashel
1506,E18021,edist,Inishannon
1507,E18022,edist,Kilbonane
1508,E18023,edist,Kilbrittain
1509,E18024,edist,Kilbrogan
1510,E18025,edist,Knockavilly
1511,E18026,edist,Knockroe
1512,E18027,edist,Moviddy
1513,E18028,edist,Murragh
1514,E18029,edist,Rathclarin
1515,E18030,edist,Teadies
1516,E18031,edist,Templemartin
1517,E18032,edist,Ahil
1518,E18033,edist,Bantry Rural / Whiddy
1519,E18034,edist,Bantry Urban
1520,E18035,edist,Douce
1521,E18036,edist,Durrus East
1522,E18037,edist,Durrus West
1523,E18038,edist,Glanlough
1524,E18039,edist,Glengarriff
1525,E18040,edist,Kealkill
1526,E18041,edist,Kilcaskan
1527,E18042,edist,Mealagh
1528,E18043,edist,Scart
1529,E18044,edist,Seefin
1530,E18045,edist,Sheepshead
1531,E18047,edist,Adrigole
1532,E18048,edist,Bear
1533,E18049,edist,Coulagh
1534,E18050,edist,Curryglass
1535,E18051,edist,Kilcatherine
1536,E18052,edist,Killaconenagh
1537,E18053,edist,Kilnamanagh
1538,E18054,edist,Abbeymahon
1539,E18055,edist,Ardfield
1540,E18056,edist,Argideen
1541,E18057,edist,Butlerstown
1542,E18058,edist,Cahermore
1543,E18059,edist,Castleventry
1544,E18060,edist,Clonakilty Rural
1545,E18061,edist,Coolcraheen
1546,E18062,edist,Courtmacsherry
1547,E18063,edist,Derry
1548,E18064,edist,Kilkerranmore
1549,E18065,edist,Kilmaloda East
1550,E18066,edist,Kilmaloda West
1551,E18067,edist,Kilmoylerane
1552,E18068,edist,Kilnagross
1553,E18069,edist,Knocks
1554,E18070,edist,Rathbarry
1555,E18071,edist,Rosscarbery
1556,E18072,edist,Rossmore
1557,E18073,edist,Templeomalus
1558,E18074,edist,Timoleague
1559,E18075,edist,Ballincollig
1560,E18076,edist,Ballygarvan
1561,E18077,edist,Ballynaglogh
1562,E18078,edist,Bishopstown (Part Rural)
1563,E18079,edist,Blackpool
1564,E18080,edist,Blarney
1565,E18081,edist,Caherlag
1566,E18082,edist,Carrigaline
1567,E18083,edist,Carrignavar
1568,E18084,edist,Carrigrohane Beg
1569,E18085,edist,Cobh Rural
1570,E18086,edist,Douglas
1571,E18087,edist,Dripsey
1572,E18088,edist,Dunderrow
1573,E18089,edist,Firmount
1574,E18090,edist,Glenville
1575,E18091,edist,Greenfort
1576,E18092,edist,Inishkenny
1577,E18093,edist,Killeagh
1578,E18094,edist,Knockantota
1579,E18095,edist,Knockraha
1580,E18096,edist,Lehenagh
1581,E18097,edist,Matehy
1582,E18098,edist,Monkstown Rural
1583,E18099,edist,Monkstown Urban
1584,E18100,edist,Ovens
1585,E18101,edist,Rathcooney (Part Rural)
1586,E18102,edist,Riverstown
1587,E18103,edist,St. Mary's (Part Rural)
1588,E18104,edist,Whitechurch
1589,E18105,edist,Aultagh
1590,E18106,edist,Ballingurteen
1591,E18107,edist,Ballymoney
1592,E18108,edist,Béal Átha an Ghaorthaidh
1593,E18109,edist,Bealock
1594,E18110,edist,Carrigboy
1595,E18111,edist,Castletown
1596,E18112,edist,Coolmountain
1597,E18113,edist,Drinagh
1598,E18114,edist,Dunmanway North
1599,E18115,edist,Dunmanway South
1600,E18116,edist,Garrown
1601,E18117,edist,Kinneigh
1602,E18118,edist,Manch
1603,E18119,edist,Milane
1604,E18120,edist,Teerelton
1605,E18121,edist,Aghern
1606,E18122,edist,Ballyhooly
1607,E18123,edist,Ballynoe
1608,E18124,edist,Carrig
1609,E18125,edist,Castlecooke
1610,E18126,edist,Castle Hyde
1611,E18127,edist,Castlelyons
1612,E18128,edist,Castletownroche
1613,E18129,edist,Coole
1614,E18130,edist,Curraglass
1615,E18131,edist,Fermoy Rural
1616,E18132,edist,Glanworth East
1617,E18133,edist,Glanworth West
1618,E18134,edist,Gortnaskehy
1619,E18135,edist,Gortroe
1620,E18136,edist,Kilcor
1621,E18137,edist,Kilcummer
1622,E18138,edist,Kildinan
1623,E18139,edist,Killathy
1624,E18140,edist,Kilworth
1625,E18141,edist,Knockmourne
1626,E18142,edist,Leitrim
1627,E18143,edist,Rathcormack
1628,E18144,edist,Watergrasshill
1629,E18145,edist,Allow
1630,E18146,edist,Ballyhoolahan
1631,E18147,edist,Banteer
1632,E18148,edist,Barleyhill
1633,E18149,edist,Barnacurra
1634,E18150,edist,Bawncross
1635,E18151,edist,Boherboy
1636,E18152,edist,Castlecor
1637,E18153,edist,Castlemagner
1638,E18154,edist,Clonfert East
1639,E18155,edist,Clonfert West
1640,E18156,edist,Clonmeen
1641,E18157,edist,Coolclogh
1642,E18158,edist,Dromina
1643,E18159,edist,Glenlara
1644,E18160,edist,Gortmore
1645,E18161,edist,Greenane
1646,E18162,edist,Kanturk
1647,E18163,edist,Kilbrin
1648,E18164,edist,Kilmeen
1649,E18165,edist,Knockatooan
1650,E18166,edist,Knocktemple
1651,E18167,edist,Meens
1652,E18168,edist,Milford
1653,E18169,edist,Nad
1654,E18170,edist,Newmarket
1655,E18171,edist,Newtown
1656,E18172,edist,Roskeen
1657,E18173,edist,Rosnalee
1658,E18174,edist,Rowls
1659,E18175,edist,Tincoora
1660,E18176,edist,Tullylease
1661,E18177,edist,Williamstown
1662,E18178,edist,Ballinspittle
1663,E18179,edist,Ballyfeard
1664,E18180,edist,Ballyfoyle
1665,E18181,edist,Ballymackean
1666,E18182,edist,Ballymartle
1667,E18183,edist,Carrigaline
1668,E18184,edist,Coolmain
1669,E18185,edist,Cullen
1670,E18186,edist,Farranbrien
1671,E18187,edist,Kilmonoge
1672,E18188,edist,Kilpatrick
1673,E18189,edist,Kinsale Rural
1674,E18190,edist,Kinure
1675,E18191,edist,Laherne
1676,E18192,edist,Leighmoney
1677,E18193,edist,Liscleary
1678,E18194,edist,Nohaval
1679,E18195,edist,Templebreedy
