,uid,zoom,desc
2511,E27040,edist,Eanach Dhúin
2512,E27041,edist,Aughrim
2513,E27042,edist,Baile an Teampaill (Part Rural)
2514,E27043,edist,Ballynacourty
2515,E27044,edist,Bearna (Part Rural)
2516,E27045,edist,Belleville
2517,E27046,edist,An Carn Mór
2518,E27047,edist,Ceathrú an Bhrúnaigh (Part Rural)
2519,E27048,edist,Baile Chláir
2520,E27049,edist,Clarinbridge
2521,E27050,edist,Deerpark
2522,E27051,edist,Na Forbacha
2523,E27052,edist,Galway Rural (Part Rural)
2524,E27053,edist,Árainn
2525,E27054,edist,Cill Chuimin
2526,E27055,edist,Cill Aithnín
2527,E27056,edist,Leacach Beag
2528,E27057,edist,Liscananaun
2529,E27058,edist,Lisín an Bhealaigh
2530,E27059,edist,Maigh Cuilinn
2531,E27060,edist,Oranmore
2532,E27061,edist,Sailearna
2533,E27062,edist,Sliabh an Aonaigh
2534,E27063,edist,An Spidéal
2535,E27064,edist,Stradbally
2536,E27065,edist,Tulaigh Mhic Aodháin
2537,E27066,edist,Ballinastack
2538,E27067,edist,Ballymoe
2539,E27068,edist,Ballynakill
2540,E27069,edist,Boyounagh
2541,E27070,edist,Creggs
2542,E27071,edist,Curraghmore
2543,E27072,edist,Glennamaddy
2544,E27073,edist,Island
2545,E27074,edist,Kilcroan
2546,E27075,edist,Kiltullagh
2547,E27076,edist,Raheen
2548,E27077,edist,Scregg
2549,E27078,edist,Shankill
2550,E27079,edist,Templetogher
2551,E27080,edist,Toberroe
2552,E27081,edist,Ardamullivan
2553,E27082,edist,Ardrahan
2554,E27083,edist,Ballycahalan
2555,E27084,edist,Beagh
2556,E27085,edist,Cahermore
2557,E27086,edist,Cappard
2558,E27087,edist,Castletaylor
2559,E27088,edist,Doorus
2560,E27089,edist,Drumacoo
2561,E27090,edist,Gort
2562,E27091,edist,Kilbeacanty
2563,E27092,edist,Killeely
2564,E27093,edist,Killeenavarra
2565,E27094,edist,Killinny
2566,E27095,edist,Kiltartan
2567,E27096,edist,Kilthomas
2568,E27097,edist,Kinvarra
2569,E27098,edist,Rahasane
2570,E27099,edist,Skehanagh
2571,E27100,edist,Aille
2572,E27101,edist,Athenry
2573,E27102,edist,Ballynagar
2574,E27103,edist,Bracklagh
2575,E27104,edist,Bullaun
2576,E27105,edist,Cappalusk
2577,E27106,edist,Castleboy
2578,E27107,edist,Cloonkeen
2579,E27108,edist,Colmanstown
2580,E27109,edist,Craughwell
2581,E27110,edist,Derrylaur
2582,E27111,edist,Drumkeary
2583,E27112,edist,Graigabbey
2584,E27113,edist,Grange
2585,E27114,edist,Greethill
2586,E27115,edist,Kilchreest
2587,E27116,edist,Kilconickny
2588,E27117,edist,Kilconierin
2589,E27118,edist,Killimor
2590,E27119,edist,Killogilleen
2591,E27120,edist,Kilmeen
2592,E27121,edist,Kilreekill
2593,E27122,edist,Kilteskill
2594,E27123,edist,Kiltullagh
2595,E27124,edist,Lackalea
2596,E27125,edist,Leitrim
2597,E27127,edist,Loughrea Rural
2598,E27128,edist,Loughrea Urban
2599,E27129,edist,Marblehill / Loughatorick
2600,E27130,edist,Mountain
2601,E27131,edist,Movode
2602,E27132,edist,Raford
2603,E27133,edist,Tiaquin
2604,E27134,edist,Woodford
2605,E27135,edist,Annagh
2606,E27136,edist,Ballynakill
2607,E27137,edist,Caltra
2608,E27138,edist,Castleblakeney
2609,E27139,edist,Castleffrench
2610,E27140,edist,Clonbrock
2611,E27141,edist,Cloonkeen
2612,E27142,edist,Cooloo
2613,E27143,edist,Derryglassaun
2614,E27144,edist,Killeroran
2615,E27145,edist,Killian
2616,E27146,edist,Mount Bellew
2617,E27147,edist,Mounthazel
2618,E27148,edist,Taghboy
2619,E27149,edist,Camas
2620,E27150,edist,An Fhairche
2621,E27151,edist,Conga
2622,E27152,edist,An Crompán
2623,E27153,edist,An Chorr
2624,E27154,edist,Garmna
2625,E27155,edist,Cill Chuimín
2626,E27156,edist,Leitir Breacáin
2627,E27157,edist,Letterfore
2628,E27158,edist,Leitir Móir
2629,E27159,edist,Oughterard
2630,E27160,edist,An Ros
2631,E27161,edist,An Turlach
2632,E27162,edist,Wormhole
2633,E27163,edist,Abbeyville
2634,E27164,edist,Ballyglass
2635,E27165,edist,Coos
2636,E27166,edist,Derrew
2637,E27167,edist,Drummin
2638,E27168,edist,Eyrecourt
2639,E27169,edist,Killimor
2640,E27170,edist,Kilmalinoge
2641,E27171,edist,Kilquain
2642,E27172,edist,Meelick
2643,E27173,edist,Moat
2644,E27174,edist,Pallas
2645,E27175,edist,Portumna
2646,E27176,edist,Tiranascragh
2647,E27177,edist,Tynagh
2648,E27178,edist,Abbey East
2649,E27179,edist,Abbey West
2650,E27180,edist,Addergoole
2651,E27181,edist,Annaghdown
2652,E27182,edist,Ballinderry
2653,E27183,edist,Ballinduff
2654,E27184,edist,Ballynapark
2655,E27185,edist,Beaghmore
2656,E27186,edist,Belclare
2657,E27187,edist,Carrownagur
2658,E27188,edist,Carrowrevagh
2659,E27189,edist,Claretuam
2660,E27190,edist,Clonbern
2661,E27191,edist,Cloonkeen
2662,E27192,edist,Cummer
2663,E27193,edist,Donaghpatrick
2664,E27194,edist,Doonbally
2665,E27195,edist,Dunmore North
2666,E27196,edist,Dunmore South
2667,E27197,edist,Foxhall
2668,E27198,edist,Headford
2669,E27199,edist,Hillsbrook
2670,E27200,edist,Kilbennan
2671,E27201,edist,Kilcoona
2672,E27202,edist,Killeany
2673,E27203,edist,Killeen
2674,E27204,edist,Killererin
2675,E27205,edist,Killower
2676,E27206,edist,Killursa
2677,E27207,edist,Kilmoylan
2678,E27208,edist,Kilshanvy
2679,E27209,edist,Levally
2680,E27210,edist,Milltown
2681,E27211,edist,Monivea
2682,E27212,edist,Moyne
2683,E27213,edist,Ryehill
2684,E27214,edist,Toberadosh
2685,E27215,edist,Tuam Rural
2686,E27216,edist,Tuam Urban
2687,E28001,edist,Ballinamore
2688,E28002,edist,Cloverhill
2689,E28003,edist,Corrala
2690,E28004,edist,Drumreilly North
2691,E28005,edist,Drumreilly South
2692,E28006,edist,Garadice
2693,E28007,edist,Greaghglass / Stralongford
2694,E28008,edist,Killygar
2695,E28009,edist,Newtowngore
2696,E28010,edist,Oughteragh
2697,E28012,edist,Aghacashel
2698,E28013,edist,Annaduff
2699,E28014,edist,Barnameenagh
2700,E28015,edist,Carrick-on-Shannon
2701,E28017,edist,Drumreilly West / Drumreilly East
2702,E28018,edist,Drumshanbo
2703,E28019,edist,Drumsna
2704,E28020,edist,Gortnagullion
2705,E28021,edist,Gowel
2706,E28022,edist,Keshcarrigan
2707,E28023,edist,Kiltubbrid
2708,E28024,edist,Leitrim
2709,E28025,edist,Moher
2710,E28026,edist,Yugan
2711,E28027,edist,Aghalateeve / Aghanlish
2712,E28029,edist,Aghavoghill / Melvin
2713,E28030,edist,Gubacreeny
2714,E28031,edist,Kinlough
2715,E28033,edist,Tullaghan
2716,E28035,edist,Ballaghameehan
2717,E28036,edist,Belhavel
2718,E28037,edist,Cloonclare
2719,E28038,edist,Cloonlogher
2720,E28039,edist,Drumahaire
2721,E28040,edist,Drumkeeran
2722,E28041,edist,Garvagh / Arigna
2723,E28042,edist,Glenade
2724,E28043,edist,Glenaniff
2725,E28044,edist,Glenboy
2726,E28045,edist,Glencar
2727,E28046,edist,Glenfarn
2728,E28047,edist,Killanummery
2729,E28048,edist,Killarga
2730,E28049,edist,Kiltyclogher
2731,E28050,edist,Lurganboy
2732,E28051,edist,Mahanagh
2733,E28052,edist,Manorhamilton
2734,E28053,edist,Munakill
2735,E28054,edist,Sramore
2736,E28055,edist,St. Patrick's
2737,E28056,edist,Aghavas
2738,E28057,edist,Beihy
2739,E28058,edist,Breandrum
2740,E28059,edist,Bunnybeg
2741,E28060,edist,Carrigallen East
2742,E28061,edist,Carrigallen West
2743,E28062,edist,Cashel
2744,E28063,edist,Castlefore
2745,E28064,edist,Cattan
2746,E28065,edist,Cloone
2747,E28066,edist,Corriga
2748,E28067,edist,Drumard
2749,E28068,edist,Drumdoo
2750,E28069,edist,Drumod
2751,E28070,edist,Fenagh
2752,E28071,edist,Gortermone
2753,E28072,edist,Keeldra
2754,E28073,edist,Lisgillock
2755,E28074,edist,Mohill
2756,E28075,edist,Rinn
2757,E28076,edist,Riverstown
2758,E28077,edist,Roosky
2759,E28078,edist,Rowan
2760,E29001,edist,Ardnaree South Urban
2761,E29002,edist,Ballina Urban
2762,E29003,edist,Castlebar Urban
2763,E29004,edist,Westport Urban
2764,E29005,edist,Ardagh
2765,E29006,edist,Ardnaree North
2766,E29007,edist,Ardnaree South Rural
2767,E29008,edist,Attymass East
2768,E29009,edist,Attymass West
2769,E29010,edist,Ballina Rural
2770,E29011,edist,Ballycastle
2771,E29012,edist,Ballysakeery
2772,E29013,edist,Béal Deirg Mór
2773,E29014,edist,Bunaveela
2774,E29015,edist,Carrowmore
2775,E29016,edist,Crossmolina North
2776,E29017,edist,Crossmolina South
2777,E29018,edist,Deel
2778,E29019,edist,Derry
2779,E29020,edist,Fortland
2780,E29021,edist,Kilfian East
2781,E29022,edist,Kilfian South
2782,E29023,edist,Kilfian West
2783,E29024,edist,Kilgarvan
2784,E29025,edist,Killala
2785,E29026,edist,Lackan North
2786,E29027,edist,Lackan South
2787,E29028,edist,Letterbrick
2788,E29029,edist,Mount Falcon
2789,E29030,edist,Rathoma
2790,E29031,edist,Sallymount
2791,E29032,edist,Sraheen
2792,E29033,edist,Baile an Chalaidh
2793,E29034,edist,Ballinrobe
2794,E29035,edist,Baile Óbha
2795,E29036,edist,Burriscarra
2796,E29037,edist,An Cheapaigh Dhuibh
2797,E29038,edist,Cong
2798,E29039,edist,Coonard
2799,E29040,edist,Dalgan
2800,E29041,edist,Hollymount
2801,E29042,edist,Houndswood
2802,E29043,edist,Kilcommon
2803,E29044,edist,Kilmaine
2804,E29045,edist,Neale
2805,E29046,edist,Newbrook
2806,E29047,edist,Abhainn Bhrain
2807,E29048,edist,Partraí
2808,E29049,edist,Roslee
2809,E29050,edist,Shrule
2810,E29051,edist,An Geata Mór Thuaidh
2811,E29052,edist,An Geata Mór Theas
2812,E29053,edist,Bangor
2813,E29054,edist,Barr Rúscaí
2814,E29055,edist,Béal an Mhuirthead
2815,E29056,edist,Gleann na Muaidhe
2816,E29057,edist,Gleann Chaisil
2817,E29058,edist,Glenco / Sheskin
2818,E29059,edist,Guala Mhór
2819,E29060,edist,Cnoc an Daimh
2820,E29061,edist,Cnoc na Lobhar
2821,E29062,edist,Moing na Bó
2822,E29063,edist,Na Monga
2823,E29064,edist,Cnoc na Ráithe
2824,E29066,edist,Addergoole
2825,E29067,edist,Balla
2826,E29068,edist,Ballinafad
2827,E29069,edist,Ballyhean
2828,E29070,edist,Ballynagoraher
2829,E29071,edist,Bellavary
2830,E29072,edist,Breaghwy
2831,E29073,edist,Burren
2832,E29074,edist,Castlebar Rural
2833,E29075,edist,Clogher
2834,E29076,edist,Cloonkeen
2835,E29077,edist,Croaghmoyle
2836,E29078,edist,Killavally
2837,E29079,edist,Manulla
2838,E29080,edist,Pontoon
2839,E29081,edist,Strade
2840,E29082,edist,Tamhnaigh na Graí
2841,E29083,edist,Turlough
2842,E29084,edist,Ballindine
2843,E29085,edist,Ballyhaunis
2844,E29086,edist,Ballyhowly
2845,E29087,edist,Bekan
2846,E29088,edist,Caraun
2847,E29089,edist,Claremorris
2848,E29090,edist,Cloghermore
2849,E29091,edist,Course
2850,E29092,edist,Crossboyne
2851,E29093,edist,Culnacleha
2852,E29094,edist,Garrymore
2853,E29095,edist,Kilcolman
2854,E29096,edist,Kilvine
2855,E29097,edist,Knock North
2856,E29098,edist,Knock South
2857,E29099,edist,Loughanboy
2858,E29100,edist,Mayo
2859,E29101,edist,Murneen
2860,E29102,edist,Tagheen
2861,E29103,edist,Aghamore
2862,E29104,edist,Ballinamore
2863,E29105,edist,Bohola
2864,E29106,edist,Brackloon
2865,E29107,edist,Callow
2866,E29108,edist,Cloonmore
2867,E29109,edist,Coolnaha
2868,E29110,edist,Cuildoo
2869,E29111,edist,Doocastle
2870,E29112,edist,Kilbeagh
2871,E29113,edist,Kilkelly
2872,E29114,edist,Killedan
2873,E29115,edist,Kilmovee
2874,E29116,edist,Kiltamagh
2875,E29117,edist,Meelick
2876,E29118,edist,Sonnagh
2877,E29119,edist,Swineford
2878,E29120,edist,Toocananagh
2879,E29121,edist,Toomore
2880,E29122,edist,Tumgesh
2881,E29123,edist,Urlaur
2882,E29124,edist,Acaill
2883,E29125,edist,Aghagower North
2884,E29126,edist,Aghagower South
2885,E29127,edist,Aillemore
2886,E29128,edist,Ballycroy North
2887,E29129,edist,Ballycroy South
2888,E29131,edist,Clare Island
2889,E29132,edist,Clogher
2890,E29133,edist,An Corrán
2891,E29134,edist,Croaghpatrick
2892,E29135,edist,Derryloughan
2893,E29136,edist,Dumha Éige
2894,E29137,edist,Drummin
2895,E29138,edist,Emlagh
2896,E29139,edist,Erriff
2897,E29140,edist,Glenhest
2898,E29141,edist,Islandeady
2899,E29142,edist,Kilgeever
2900,E29143,edist,Kilmaclasser
2901,E29144,edist,Kilmeena
2902,E29145,edist,Kilsallagh
2903,E29146,edist,Knappagh
2904,E29147,edist,Louisburgh
2905,E29148,edist,Newport East
2906,E29149,edist,Newport West
2907,E29150,edist,Owennadornaun / Bundorragha
2908,E29151,edist,Slievemahanagh
2909,E29152,edist,Slievemore
2910,E29153,edist,Srahmore
2911,E29154,edist,Westport Rural
2912,E30001,edist,Athlone West Rural
2913,E30002,edist,Ballydangan
2914,E30003,edist,Ballynamona
2915,E30004,edist,Caltragh
2916,E30005,edist,Carnagh
2917,E30006,edist,Carrowreagh
2918,E30007,edist,Castlesampson
2919,E30008,edist,Cloonburren
2920,E30009,edist,Cloonown
2921,E30010,edist,Crannagh
2922,E30011,edist,Creagh
2923,E30012,edist,Culliagh
2924,E30013,edist,Drumlosh
2925,E30014,edist,Dysart
2926,E30015,edist,Kilcar
2927,E30016,edist,Kiltoom
2928,E30017,edist,Lecarrow
2929,E30018,edist,Moore
2930,E30019,edist,Rockhill
2931,E30020,edist,Taghboy
2932,E30021,edist,Taghmaconnell
2933,E30022,edist,Thomastown
2934,E30023,edist,Turrock
2935,E30024,edist,Aghafin
2936,E30026,edist,Aughrim East
2937,E30027,edist,Aughrim West
2938,E30028,edist,Ballyfarnan
2939,E30029,edist,Ballyfermoyle
2940,E30030,edist,Boyle Rural
2941,E30031,edist,Boyle Urban
2942,E30032,edist,Breedoge
2943,E30033,edist,Cloonteen
2944,E30034,edist,Creeve
2945,E30035,edist,Croghan
2946,E30036,edist,Crossna
2947,E30037,edist,Danesfort
2948,E30038,edist,Estersnow
2949,E30039,edist,Keadew
2950,E30040,edist,Kilbryan
2951,E30041,edist,Kilcolagh
2952,E30042,edist,Killukin
2953,E30043,edist,Killummod
2954,E30044,edist,Kilmacumsy
2955,E30045,edist,Kilmore
2956,E30046,edist,Lisgarve / Mantua
2957,E30047,edist,Lough Allen / Altagowlan
2958,E30049,edist,Oakport
2959,E30050,edist,Rockingham
2960,E30051,edist,Rushfield
2961,E30052,edist,Tivannagh
2962,E30053,edist,Tumna North
2963,E30054,edist,Tumna South
2964,E30055,edist,Artagh North
2965,E30056,edist,Artagh South
2966,E30057,edist,Ballaghaderreen
2967,E30058,edist,Ballinlough
2968,E30059,edist,Ballintober
2969,E30060,edist,Baslick
2970,E30061,edist,Bellanagare
2971,E30062,edist,Buckill
2972,E30063,edist,Carrowduff
2973,E30064,edist,Castleplunket
2974,E30065,edist,Castlereagh
2975,E30066,edist,Castleteheen
2976,E30067,edist,Cloonfower
2977,E30068,edist,Coolougher
2978,E30069,edist,Edmondstown
2979,E30070,edist,Fairymount
2980,E30071,edist,Frenchpark
2981,E30072,edist,Kiltullagh
2982,E30073,edist,Loughglinn
2983,E30074,edist,Annaghmore
2984,E30075,edist,Athleague East
2985,E30076,edist,Athleague West
2986,E30077,edist,Ballygarden
2987,E30078,edist,Bumlin
2988,E30079,edist,Cams
2989,E30080,edist,Cloonfinlough
2990,E30081,edist,Cloontuskert
2991,E30082,edist,Cloonygormican
2992,E30083,edist,Cloonyquin
2993,E30084,edist,Creeve
2994,E30085,edist,Cregga
2995,E30086,edist,Drumdaff
2996,E30087,edist,Dunamon
2997,E30088,edist,Elia
2998,E30089,edist,Elphin
2999,E30090,edist,Fuerty
3000,E30091,edist,Kilbride North
3001,E30092,edist,Kilbride South
3002,E30093,edist,Kilgefin
3003,E30094,edist,Kilglass North
3004,E30095,edist,Kilglass South
3005,E30096,edist,Killavackan
3006,E30097,edist,Killukin
3007,E30098,edist,Kilteevan
3008,E30099,edist,Lackan
3009,E30100,edist,Lismaha
3010,E30101,edist,Lissonuffy
3011,E30102,edist,Mote
3012,E30103,edist,Ogulla
3013,E30104,edist,Roosky
3014,E30105,edist,Roscommon Rural
3015,E30106,edist,Roscommon Urban
3016,E30107,edist,Rosmoylan
3017,E30108,edist,Rossmore
3018,E30109,edist,Scregg
3019,E30110,edist,Strokestown
3020,E30111,edist,Termonbarry
3021,E30112,edist,Tulsk
3022,E31001,edist,Sligo East
3023,E31002,edist,Sligo North
3024,E31003,edist,Sligo West
3025,E31004,edist,Aghanagh
3026,E31005,edist,Ballynashee
3027,E31006,edist,Coolavin
3028,E31007,edist,Cuilmore
3029,E31008,edist,Drumrat
3030,E31009,edist,Kilfree
3031,E31010,edist,Killadoon
3032,E31011,edist,Killaraght
3033,E31012,edist,Kilmactranny
3034,E31013,edist,Kilshalvy
3035,E31014,edist,Shancough
3036,E31015,edist,Templevanny
3037,E31016,edist,Toomour
3038,E31017,edist,Aughris
3039,E31018,edist,Buncrowey
3040,E31019,edist,Castleconor East
3041,E31020,edist,Castleconor West
3042,E31021,edist,Dromard East
3043,E31022,edist,Dromard West
3044,E31023,edist,Dromore
3045,E31024,edist,Easky East
3046,E31025,edist,Easky West
3047,E31026,edist,Kilglass
3048,E31028,edist,Rathmacurkey
3049,E31029,edist,Skreen
3050,E31030,edist,Templeboy North
3051,E31031,edist,Templeboy South / Mullagheruse
3052,E31032,edist,Toberpatrick East
3053,E31033,edist,Toberpatrick West
3054,E31034,edist,Ballintogher East
3055,E31035,edist,Ballintogher West
3056,E31036,edist,Ballymote
3057,E31037,edist,Ballynakill
3058,E31038,edist,Ballysadare East
3059,E31039,edist,Ballysadare West
3060,E31040,edist,Bricklieve
3061,E31041,edist,Calry
3062,E31042,edist,Carney
3063,E31043,edist,Carrickbanagher
3064,E31044,edist,Cliffony North
3065,E31045,edist,Cliffony South
3066,E31046,edist,Collooney
3067,E31047,edist,Drumcliff East
3068,E31048,edist,Drumcliff West
3069,E31049,edist,Drumcolumb
3070,E31050,edist,Drumfin
3071,E31051,edist,Glencar
3072,E31052,edist,Kilmacowen
3073,E31053,edist,Knockaree
3074,E31054,edist,Lakeview
3075,E31055,edist,Lisconny
3076,E31056,edist,Lissadill East
3077,E31057,edist,Lissadill North
3078,E31058,edist,Lissadill West
3079,E31059,edist,Riverstown
3080,E31060,edist,Rossinver East
3081,E31061,edist,Rossinver West
3082,E31062,edist,Achonry East
3083,E31063,edist,Achonry West
3084,E31064,edist,Aclare
3085,E31065,edist,Annagh
3086,E31066,edist,Banada
3087,E31067,edist,Branchfield / Carrownaskeagh
3088,E31068,edist,Breencorragh
3089,E31070,edist,Cartron
3090,E31072,edist,Cloonoghill
3091,E31073,edist,Coolaney
3092,E31074,edist,Glendarragh
3093,E31075,edist,Kilmacteige
3094,E31076,edist,Kilturra
3095,E31077,edist,Leitrim
3096,E31078,edist,Loughill / Cloonacool
3097,E31079,edist,Owenmore
3098,E31080,edist,Streamstown
3099,E31081,edist,Temple
3100,E31082,edist,Tobercurry
3101,E32001,edist,Cavan Urban
3102,E32002,edist,Bailieborough
3103,E32003,edist,Carnagarve
3104,E32004,edist,Crossbane
3105,E32005,edist,Drumanespick
3106,E32006,edist,Enniskeen
3107,E32007,edist,Killinkere
3108,E32008,edist,Kingscourt
3109,E32009,edist,Lisagoan
3110,E32010,edist,Mullagh
3111,E32011,edist,Shercock
3112,E32012,edist,Skeagh
3113,E32013,edist,Taghart
3114,E32014,edist,Termon
3115,E32015,edist,Ballyconnell
3116,E32016,edist,Ballymagauran
3117,E32017,edist,Bawnboy
3118,E32019,edist,Bilberry
3119,E32020,edist,Carn
3120,E32021,edist,Diamond
3121,E32022,edist,Doogary
3122,E32023,edist,Kinawley
3123,E32024,edist,Lissanover
3124,E32025,edist,Pedara Vohers / Tircahan
3125,E32026,edist,Swanlinbar
3126,E32027,edist,Templeport / Benbrack
3127,E32029,edist,Ballyjamesduff
3128,E32030,edist,Castlerahan
3129,E32031,edist,Kilbride
3130,E32032,edist,Lurgan
3131,E32033,edist,Munterconnaught
3132,E32034,edist,Virginia
3133,E32035,edist,Ardue
3134,E32036,edist,Arvagh
3135,E32037,edist,Ashfield
3136,E32038,edist,Ballintemple
3137,E32039,edist,Ballyhaise
3138,E32040,edist,Ballymachugh
3139,E32041,edist,Bellananagh
3140,E32042,edist,Belturbet Urban
3141,E32043,edist,Bruce Hall
3142,E32044,edist,Butler's Bridge
3143,E32045,edist,Canningstown
3144,E32046,edist,Carrafin
3145,E32047,edist,Castlesaunderson
3146,E32048,edist,Cavan Rural
3147,E32049,edist,Clonervy
3148,E32050,edist,Cootehill Rural
3149,E32051,edist,Cootehill Urban
3150,E32052,edist,Corr
3151,E32053,edist,Corraneary
3152,E32054,edist,Crossdoney
3153,E32055,edist,Crosskeys
3154,E32056,edist,Cuttragh
3155,E32057,edist,Denn
3156,E32058,edist,Derrin
3157,E32059,edist,Drumcarban
3158,E32060,edist,Drumcarn
3159,E32061,edist,Drung
3160,E32062,edist,Graddum
3161,E32063,edist,Grilly
3162,E32064,edist,Kilconny
3163,E32065,edist,Kill
3164,E32066,edist,Killashandra
3165,E32067,edist,Killykeen
3166,E32068,edist,Kilnaleck
3167,E32069,edist,Knappagh
3168,E32070,edist,Larah North
3169,E32071,edist,Larah South
3170,E32072,edist,Milltown
3171,E32073,edist,Moynehall
3172,E32074,edist,Rakenny
3173,E32075,edist,Redhill
3174,E32076,edist,Springfield
3175,E32077,edist,Stradone
3176,E32078,edist,Tullyvin East
3177,E32079,edist,Tullyvin West
3178,E32080,edist,Waterloo
3179,E32081,edist,Derrylahan
3180,E32083,edist,Dowra
3181,E32084,edist,Dunmakeever / Derrynananta
3182,E32085,edist,Eskey
3183,E32086,edist,Killinagh / Teebane
3184,E32088,edist,Tuam
3185,E32089,edist,Drumlumman
3186,E32090,edist,Kilcogy
3187,E32091,edist,Kilgolagh
3188,E32092,edist,Loughdawan
3189,E32093,edist,Scrabby
3190,E33001,edist,Buncrana Urban
3191,E33002,edist,Bundoran Urban
3192,E33003,edist,Letterkenny Urban
3193,E33004,edist,Ballintra
3194,E33005,edist,Ballyshannon Rural
3195,E33006,edist,Ballyshannon Urban
3196,E33007,edist,Bundoran Rural
3197,E33008,edist,Carrickboy
3198,E33009,edist,Cavangarden
3199,E33010,edist,Cliff
3200,E33011,edist,Ballintra
3201,E33012,edist,An Bhinn Bhán
3202,E33013,edist,Bonnyglen
3203,E33014,edist,Clogher
3204,E33015,edist,Corkermore
3205,E33016,edist,Donegal
3206,E33017,edist,Dunkineely
3207,E33018,edist,Eanymore
3208,E33019,edist,Grousehall
3209,E33020,edist,Haugh
3210,E33021,edist,Inver
3211,E33022,edist,Laghy
3212,E33023,edist,Loch Iascaigh
3213,E33024,edist,Pettigoe
3214,E33025,edist,Tantallon
3215,E33026,edist,Tawnawully
3216,E33027,edist,Templecarn
3217,E33028,edist,Tullynaught
3218,E33029,edist,Ards
3219,E33030,edist,Críoch na Sméar
3220,E33031,edist,An Craoslach
3221,E33032,edist,Na Croisbhealaí
3222,E33033,edist,Caisleán na dTuath
3223,E33034,edist,Dún Fionnachaidh
3224,E33035,edist,Dún Lúiche
3225,E33036,edist,Gort an Choirce
3226,E33037,edist,Machaire Chlochair
3227,E33038,edist,Mín an Chladaigh
3228,E33039,edist,Anagaire
3229,E33040,edist,Árainn Mhór
3230,E33041,edist,Ard an Rátha
3231,E33042,edist,Cró Bheithe
3232,E33043,edist,Cró Chaorach
3233,E33044,edist,Crownarad
3234,E33045,edist,Dawros
3235,E33046,edist,An Dúchoraidh
3236,E33047,edist,An Clochán Liath
3237,E33048,edist,Baile na Finne
3238,E33049,edist,Gleann Cholm Cille
3239,E33050,edist,Gleann Gheis
3240,E33051,edist,Gleann Léithín
3241,E33052,edist,Na Gleannta
3242,E33053,edist,An Ghrafaidh
3243,E33054,edist,Inis Caoil
3244,E33055,edist,Cill Charthaigh
3245,E33056,edist,Cill Ghabhlaigh
3246,E33057,edist,Killybegs
3247,E33058,edist,An Leargaidh Mhór
3248,E33059,edist,Leitir Mhic an Bhaird
3249,E33060,edist,Maas
3250,E33061,edist,An Machaire
3251,E33062,edist,Málainn Bhig
3252,E33063,edist,Maol Mosóg
3253,E33064,edist,Inis Mhic an Doirn
3254,E33065,edist,Tieveskeelta
3255,E33066,edist,Ardmalin
3256,E33067,edist,Ballyliffin
3257,E33068,edist,Birdstown
3258,E33069,edist,Buncrana Rural
3259,E33070,edist,Burt
3260,E33071,edist,Carndonagh
3261,E33072,edist,Carthage
3262,E33073,edist,Castlecary
3263,E33074,edist,Castleforward
3264,E33075,edist,Culdaff
3265,E33076,edist,Desertegny
3266,E33077,edist,Dunaff
3267,E33078,edist,Fahan
3268,E33079,edist,Glennagannon
3269,E33080,edist,Gleneely
3270,E33081,edist,Glentogher
3271,E33082,edist,Greencastle
3272,E33083,edist,Illies
3273,E33084,edist,Inch Island
3274,E33085,edist,Kilderry
3275,E33086,edist,Killea
3276,E33087,edist,Malin
3277,E33088,edist,Mintiaghs
3278,E33089,edist,Moville
3279,E33090,edist,Newtown Cunningham
3280,E33091,edist,Redcastle
3281,E33092,edist,Straid
3282,E33093,edist,Three Trees
3283,E33094,edist,Turmone
3284,E33095,edist,Whitecastle
3285,E33096,edist,Ballymacool
3286,E33097,edist,Castlewray
3287,E33098,edist,Mín an Lábáin
3288,E33099,edist,Corravaddy
3289,E33100,edist,Edenacarnan
3290,E33101,edist,Gartán
3291,E33102,edist,Gortnavern
3292,E33103,edist,Killymasny
3293,E33104,edist,Kincraigy
3294,E33105,edist,Letterkenny Rural
3295,E33106,edist,Magheraboy
3296,E33107,edist,Manorcunningham
3297,E33108,edist,Suí Corr
3298,E33109,edist,Templedouglas
3299,E33110,edist,Ballyarr
3300,E33111,edist,Carraig Airt
3301,E33112,edist,An Cheathrú Chaol
3302,E33113,edist,Creamhghort
3303,E33114,edist,Fánaid Thuaidh
3304,E33115,edist,Fánaid Thiar
3305,E33116,edist,Glen
3306,E33117,edist,Glenalla
3307,E33118,edist,Grianfort
3308,E33119,edist,Killygarvan
3309,E33120,edist,Kilmacrenan
3310,E33121,edist,Cnoc Colbha
3311,E33122,edist,Loch Caol
3312,E33123,edist,Millford
3313,E33124,edist,Rathmelton
3314,E33125,edist,Rathmullan
3315,E33126,edist,Ros Goill
3316,E33127,edist,Rosnakill
3317,E33128,edist,An Tearmann
3318,E33129,edist,Allt na Péiste
3319,E33130,edist,Castlefinn
3320,E33131,edist,An Clochán
3321,E33132,edist,Cloghard
3322,E33133,edist,Clonleigh North
3323,E33134,edist,Clonleigh South
3324,E33135,edist,Convoy
3325,E33136,edist,Dooish
3326,E33137,edist,Feddyglass
3327,E33138,edist,Figart
3328,E33139,edist,Gleneely
3329,E33140,edist,Goland
3330,E33141,edist,Killygordon
3331,E33142,edist,Knock
3332,E33143,edist,Lettermore
3333,E33144,edist,Mín Charraigeach
3334,E33145,edist,Raphoe
3335,E33146,edist,St. Johnstown
3336,E33147,edist,Stranorlar
