,uid,zoom,year,work,lffj,unemployed,student,home_fam,retired,sick_dis,stat_other,stat_total
1347,E16089,edist,2016,105,1,15,15,18,48,8,2,212
1348,E16090,edist,2016,193,1,25,42,34,63,17,0,375
1349,E16091,edist,2016,241,3,46,51,51,107,25,0,524
1350,E16092,edist,2016,306,2,52,47,45,109,21,2,584
1351,E16093,edist,2016,294,1,42,66,46,84,30,1,564
1352,E16094,edist,2016,101,2,14,14,18,40,5,1,195
1353,E16095,edist,2016,105,2,12,27,31,50,10,1,238
1354,E16096,edist,2016,90,1,13,25,15,33,2,0,179
1355,E16097,edist,2016,30,0,8,7,6,12,1,0,64
1356,E16098,edist,2016,88,3,16,13,15,41,8,1,185
1357,E16099,edist,2016,88,1,11,12,17,38,7,0,174
1358,E16100,edist,2016,78,0,3,21,14,25,6,1,148
1359,E16101,edist,2016,116,2,22,31,37,37,13,0,258
1360,E16102,edist,2016,39,2,7,14,6,11,2,0,81
1361,E16103,edist,2016,44,1,5,9,8,21,2,0,90
1362,E16104,edist,2016,55,1,9,15,15,19,3,0,117
1363,E16105,edist,2016,412,10,134,96,82,77,74,36,921
1364,E16106,edist,2016,2429,38,225,623,399,739,212,10,4675
1365,E16107,edist,2016,142,7,21,545,17,51,10,0,793
1366,E16108,edist,2016,213,3,9,40,24,35,16,0,340
1367,E16109,edist,2016,228,4,29,87,41,62,8,0,459
1368,E16110,edist,2016,112,0,7,23,20,14,8,0,184
1369,E16111,edist,2016,638,6,37,181,81,263,37,5,1248
1370,E16112,edist,2016,162,1,14,36,19,30,10,0,272
1371,E16113,edist,2016,340,4,26,91,45,102,20,0,628
1372,E16114,edist,2016,62,0,4,12,18,11,2,1,110
1373,E16115,edist,2016,305,4,21,80,52,71,13,1,547
1374,E16116,edist,2016,780,7,63,210,117,172,67,1,1417
1375,E16117,edist,2016,61,0,3,11,13,10,4,0,102
1376,E16118,edist,2016,560,1,57,100,67,104,35,0,924
1377,E16119,edist,2016,250,2,28,46,36,92,25,0,479
1378,E16120,edist,2016,121,2,11,35,22,36,2,1,230
1379,E16121,edist,2016,125,1,9,17,17,28,11,1,209
1380,E16122,edist,2016,73,2,15,25,12,21,4,1,153
1381,E16124,edist,2016,69,0,4,12,8,17,3,1,114
1382,E16125,edist,2016,58,1,2,10,7,13,1,0,92
1383,E16126,edist,2016,83,1,12,27,16,23,5,0,167
1384,E16127,edist,2016,83,3,15,10,11,32,7,1,162
1385,E16128,edist,2016,63,0,19,12,14,27,6,1,142
1386,E16129,edist,2016,62,1,6,17,9,21,2,1,119
1387,E16130,edist,2016,230,2,35,39,43,88,20,2,459
1388,E16131,edist,2016,143,0,20,34,23,51,6,2,279
1389,E16132,edist,2016,129,2,21,29,18,43,2,2,246
1390,E16134,edist,2016,833,9,123,176,138,279,94,6,1658
1391,E16135,edist,2016,172,1,26,46,18,62,17,6,348
1392,E16136,edist,2016,283,0,19,70,44,97,16,6,535
1393,E16137,edist,2016,492,9,87,101,70,211,41,3,1014
1394,E16138,edist,2016,67,0,5,16,2,23,5,1,119
1395,E16139,edist,2016,112,4,10,17,14,39,4,0,200
1396,E16140,edist,2016,90,1,8,18,23,22,8,0,170
1397,E16141,edist,2016,226,1,18,41,23,49,9,3,370
1398,E16142,edist,2016,97,5,12,11,19,27,3,1,175
1399,E16143,edist,2016,66,3,10,15,14,19,6,1,134
1400,E16144,edist,2016,398,7,58,77,65,91,34,1,731
1401,E16145,edist,2016,97,0,10,14,28,45,5,0,199
1402,E16146,edist,2016,199,2,10,33,24,41,8,1,318
1403,E16147,edist,2016,78,1,9,24,12,12,3,0,139
1404,E16148,edist,2016,132,1,14,28,22,33,9,1,240
1405,E16149,edist,2016,52,2,8,15,14,18,5,2,116
1406,E16150,edist,2016,119,2,9,24,18,30,5,2,209
1407,E16151,edist,2016,677,6,48,107,70,117,20,1,1046
1408,E16152,edist,2016,71,0,8,12,8,13,1,0,113
1409,E16153,edist,2016,323,4,20,104,38,53,10,1,553
1410,E16154,edist,2016,72,2,3,10,12,15,4,0,118
1411,E16155,edist,2016,450,7,56,97,58,142,20,1,831
1412,E17001,edist,2016,336,2,39,66,50,140,29,2,664
1413,E17002,edist,2016,732,9,40,201,125,311,38,1,1457
1414,E17003,edist,2016,655,5,45,155,100,282,53,3,1298
1415,E17004,edist,2016,248,1,50,60,45,110,47,0,561
1416,E17005,edist,2016,312,6,64,63,61,133,43,2,684
1417,E17006,edist,2016,509,13,52,1224,63,168,57,3,2089
1418,E17007,edist,2016,582,10,81,566,116,322,69,5,1751
1419,E17008,edist,2016,1717,18,170,706,322,1105,241,17,4296
1420,E17009,edist,2016,537,5,62,173,113,380,33,3,1306
1421,E17010,edist,2016,1418,23,109,422,169,588,104,12,2845
1422,E17011,edist,2016,256,9,73,39,43,89,62,3,574
1423,E17012,edist,2016,1188,20,194,150,78,199,114,5,1948
1424,E17013,edist,2016,402,1,17,102,97,199,17,2,837
1425,E17014,edist,2016,543,10,62,92,23,64,42,1,837
1426,E17015,edist,2016,1166,23,166,206,109,186,60,9,1925
1427,E17016,edist,2016,561,12,142,120,118,222,140,3,1318
1428,E17017,edist,2016,458,13,76,76,32,104,42,1,802
1429,E17018,edist,2016,701,3,44,109,50,132,34,2,1075
1430,E17019,edist,2016,380,7,79,63,67,94,58,2,750
1431,E17020,edist,2016,737,10,110,164,57,157,61,5,1301
1432,E17021,edist,2016,216,8,68,49,71,119,64,0,595
1433,E17022,edist,2016,189,5,75,44,58,218,76,4,669
1434,E17023,edist,2016,1336,26,308,316,316,354,320,11,2987
1435,E17024,edist,2016,771,14,224,132,113,238,170,5,1667
1436,E17025,edist,2016,270,5,103,66,74,126,77,3,724
1437,E17026,edist,2016,191,6,58,49,46,113,47,3,513
1438,E17027,edist,2016,994,19,129,797,74,189,62,2,2266
1439,E17028,edist,2016,295,8,36,485,31,175,37,1,1068
1440,E17029,edist,2016,479,19,41,1286,57,192,14,5,2093
1441,E17030,edist,2016,299,4,30,239,31,107,13,4,727
1442,E17031,edist,2016,266,3,29,242,24,74,13,2,653
1443,E17032,edist,2016,943,16,128,389,215,630,98,7,2426
1444,E17033,edist,2016,905,17,138,287,131,208,136,11,1833
1445,E17034,edist,2016,224,5,52,66,55,135,78,5,620
1446,E17035,edist,2016,203,7,56,38,38,127,44,2,515
1447,E17036,edist,2016,387,7,124,79,58,175,102,3,935
1448,E17037,edist,2016,326,6,72,58,71,139,79,3,754
1449,E17038,edist,2016,384,8,102,66,97,173,122,5,957
1450,E17039,edist,2016,1111,65,495,345,293,368,392,13,3082
1451,E17040,edist,2016,728,7,39,118,87,156,46,4,1185
1452,E17041,edist,2016,438,4,36,142,55,150,31,4,860
1453,E17042,edist,2016,2084,22,260,424,315,636,289,15,4045
1454,E17043,edist,2016,2068,46,351,390,318,341,326,19,3859
1455,E17044,edist,2016,1337,10,74,323,247,685,82,15,2773
1456,E17045,edist,2016,341,10,37,302,26,73,17,3,809
1457,E17046,edist,2016,780,36,352,265,233,383,256,11,2316
1458,E17047,edist,2016,782,8,76,139,91,287,65,3,1451
1459,E17048,edist,2016,880,11,83,243,171,558,189,5,2140
1460,E17049,edist,2016,291,1,37,60,61,139,48,5,642
1461,E17050,edist,2016,621,15,138,146,128,251,132,8,1439
1462,E17051,edist,2016,867,28,121,273,49,106,48,6,1498
1463,E17052,edist,2016,637,12,139,92,28,86,29,53,1076
1464,E17053,edist,2016,484,1,59,47,39,102,27,3,762
1465,E17054,edist,2016,1555,26,263,328,228,286,214,7,2907
1466,E17055,edist,2016,996,26,140,118,61,130,121,1,1593
1467,E17056,edist,2016,750,13,135,180,46,91,55,8,1278
1468,E17057,edist,2016,1230,21,185,349,62,67,75,7,1996
1469,E17058,edist,2016,445,9,74,160,39,81,56,1,865
1470,E17059,edist,2016,319,2,33,73,32,129,18,1,607
1471,E17060,edist,2016,463,5,60,144,37,63,38,3,813
1472,E17061,edist,2016,657,35,290,202,199,248,184,155,1970
1473,E17062,edist,2016,1375,23,226,327,294,576,207,5,3033
1474,E17063,edist,2016,602,12,92,391,81,208,71,5,1462
1475,E17064,edist,2016,829,17,113,184,81,150,96,11,1481
1476,E17065,edist,2016,1198,5,95,216,191,451,125,6,2287
1477,E17066,edist,2016,642,20,175,169,185,354,161,11,1717
1478,E17067,edist,2016,261,2,49,58,61,148,47,5,631
1479,E17068,edist,2016,382,4,20,57,31,149,73,0,716
1480,E17069,edist,2016,440,5,18,113,69,209,23,2,879
1481,E17070,edist,2016,1328,15,157,253,199,323,130,8,2413
1482,E17071,edist,2016,431,10,32,66,36,119,28,0,722
1483,E17072,edist,2016,529,4,52,114,75,204,56,1,1035
1484,E17073,edist,2016,306,5,48,74,50,105,52,1,641
1485,E17074,edist,2016,180,1,22,44,45,108,13,1,414
1486,E18001,edist,2016,1682,20,223,287,212,587,193,53,3257
1487,E18002,edist,2016,2477,53,467,559,472,933,331,24,5316
1488,E18003,edist,2016,938,25,155,173,161,329,123,11,1915
1489,E18004,edist,2016,1097,10,154,151,159,420,68,7,2066
1490,E18005,edist,2016,1681,33,203,286,272,456,141,8,3080
1491,E18006,edist,2016,2427,65,373,464,340,681,230,21,4601
1492,E18007,edist,2016,975,20,196,219,235,464,164,13,2286
1493,E18008,edist,2016,1595,30,292,298,253,543,156,6,3173
1494,E18009,edist,2016,1087,14,203,167,160,395,110,7,2143
1495,E18010,edist,2016,2410,51,612,572,484,1029,445,24,5627
1496,E18011,edist,2016,252,1,8,38,43,36,11,1,390
1497,E18012,edist,2016,815,5,33,140,97,113,21,2,1226
1498,E18013,edist,2016,1798,21,216,421,355,470,172,11,3464
1499,E18014,edist,2016,444,3,24,91,59,70,50,1,742
1500,E18015,edist,2016,862,18,166,135,139,246,109,7,1682
1501,E18016,edist,2016,153,1,13,27,23,31,6,1,255
1502,E18017,edist,2016,133,2,3,21,25,37,3,0,224
1503,E18018,edist,2016,279,6,14,69,61,56,12,0,497
1504,E18019,edist,2016,288,1,8,71,60,62,12,1,503
1505,E18020,edist,2016,198,2,14,47,28,36,2,0,327
1506,E18021,edist,2016,895,9,40,216,115,187,38,6,1506
1507,E18022,edist,2016,583,4,15,163,82,89,21,0,957
1508,E18023,edist,2016,278,3,23,72,37,53,16,1,483
1509,E18024,edist,2016,1041,12,74,178,168,223,58,8,1762
1510,E18025,edist,2016,209,4,12,49,37,29,7,2,349
1511,E18026,edist,2016,337,0,10,45,42,73,15,2,524
1512,E18027,edist,2016,592,3,50,140,107,140,41,5,1078
1513,E18028,edist,2016,223,0,9,43,41,49,12,4,381
1514,E18029,edist,2016,286,3,23,73,53,87,9,1,535
1515,E18030,edist,2016,386,4,27,62,79,117,39,1,715
1516,E18031,edist,2016,350,3,20,80,56,62,19,1,591
1517,E18032,edist,2016,66,0,11,17,26,34,4,0,158
1518,E18033,edist,2016,440,7,31,84,97,188,24,2,873
1519,E18034,edist,2016,1225,32,185,211,204,606,171,11,2645
1520,E18035,edist,2016,90,0,10,17,19,35,10,2,183
1521,E18036,edist,2016,116,0,9,23,20,46,3,1,218
1522,E18037,edist,2016,249,4,23,53,42,115,20,4,510
1523,E18038,edist,2016,74,0,8,5,9,61,1,1,159
1524,E18039,edist,2016,409,6,33,72,88,198,17,2,825
1525,E18040,edist,2016,248,1,15,30,59,65,14,0,432
1526,E18041,edist,2016,319,4,35,59,45,167,20,1,650
1527,E18042,edist,2016,133,0,18,33,34,59,7,1,285
1528,E18043,edist,2016,144,1,5,28,26,38,10,1,253
1529,E18044,edist,2016,103,0,16,18,19,74,14,0,244
1530,E18045,edist,2016,65,0,4,6,16,48,1,0,140
1531,E18047,edist,2016,189,1,18,29,31,76,19,1,364
1532,E18048,edist,2016,66,1,6,13,10,36,4,0,136
1533,E18049,edist,2016,232,1,25,48,28,90,21,1,446
1534,E18050,edist,2016,184,1,10,29,34,64,13,0,335
1535,E18051,edist,2016,332,0,21,66,52,166,16,4,657
1536,E18052,edist,2016,653,5,47,92,109,241,62,4,1213
1537,E18053,edist,2016,147,1,11,25,32,63,8,5,292
1538,E18054,edist,2016,273,0,12,70,54,81,11,0,501
1539,E18055,edist,2016,342,6,16,77,45,106,9,0,601
1540,E18056,edist,2016,172,1,8,30,24,45,6,0,286
1541,E18057,edist,2016,171,2,4,42,32,60,9,0,320
1542,E18058,edist,2016,152,1,19,44,29,43,12,0,300
1543,E18059,edist,2016,129,2,13,33,26,18,2,0,223
1544,E18060,edist,2016,850,4,71,174,105,223,48,7,1482
1545,E18061,edist,2016,303,1,27,65,52,75,13,0,536
1546,E18062,edist,2016,380,7,31,45,61,90,26,3,643
1547,E18063,edist,2016,238,0,16,53,40,84,12,0,443
1548,E18064,edist,2016,229,3,15,43,41,71,5,1,408
1549,E18065,edist,2016,172,0,3,43,17,24,3,0,262
1550,E18066,edist,2016,96,0,3,40,15,17,3,0,174
1551,E18067,edist,2016,129,1,9,24,18,26,11,0,218
1552,E18068,edist,2016,281,1,19,50,32,67,15,1,466
1553,E18069,edist,2016,134,2,13,33,31,32,8,1,254
1554,E18070,edist,2016,220,3,14,34,35,62,15,1,384
1555,E18071,edist,2016,439,2,34,84,58,150,23,3,793
1556,E18072,edist,2016,140,3,15,27,22,41,9,3,260
1557,E18073,edist,2016,318,5,28,65,61,99,26,0,602
1558,E18074,edist,2016,299,2,39,61,54,103,24,1,583
1559,E18075,edist,2016,8355,72,679,1787,1058,1907,537,38,14433
1560,E18076,edist,2016,767,0,30,162,143,208,32,4,1346
1561,E18077,edist,2016,188,1,6,45,31,41,18,0,330
1562,E18078,edist,2016,159,1,11,22,20,87,16,0,316
1563,E18079,edist,2016,408,4,20,107,71,105,14,1,730
1564,E18080,edist,2016,2436,26,193,501,354,661,168,6,4345
1565,E18081,edist,2016,3405,19,218,673,448,643,187,12,5605
1566,E18082,edist,2016,5384,54,400,1238,748,891,338,26,9079
1567,E18083,edist,2016,561,2,34,133,63,113,41,0,947
1568,E18084,edist,2016,655,6,32,142,101,287,29,4,1256
1569,E18085,edist,2016,3669,45,365,642,533,585,237,18,6094
1570,E18086,edist,2016,10200,90,536,2172,1230,2022,439,37,16726
1571,E18087,edist,2016,631,3,38,176,105,163,33,1,1150
1572,E18088,edist,2016,742,1,49,179,94,145,25,6,1241
1573,E18089,edist,2016,315,3,14,69,51,44,19,3,518
1574,E18090,edist,2016,304,0,11,41,36,50,14,1,457
1575,E18091,edist,2016,330,3,10,83,57,70,28,2,583
1576,E18092,edist,2016,2786,32,239,554,292,427,123,7,4460
1577,E18093,edist,2016,298,4,14,63,40,58,16,3,496
1578,E18094,edist,2016,449,5,28,68,55,47,33,0,685
1579,E18095,edist,2016,667,4,29,129,81,75,28,1,1014
1580,E18096,edist,2016,4724,44,359,1079,598,786,283,103,7976
1581,E18097,edist,2016,1349,9,67,307,197,385,59,4,2377
1582,E18098,edist,2016,490,4,31,117,83,82,24,2,833
1583,E18099,edist,2016,2231,17,266,485,340,529,134,7,4009
1584,E18100,edist,2016,1215,9,66,179,132,151,40,2,1794
1585,E18101,edist,2016,3714,42,303,728,537,789,395,12,6520
1586,E18102,edist,2016,2040,17,141,489,233,325,182,5,3432
1587,E18103,edist,2016,2100,29,280,587,404,425,248,5,4078
1588,E18104,edist,2016,1334,9,91,270,202,256,88,4,2254
1589,E18105,edist,2016,145,1,14,31,27,40,6,1,265
1590,E18106,edist,2016,269,1,21,69,63,83,16,1,523
1591,E18107,edist,2016,316,5,32,84,57,103,29,0,626
1592,E18108,edist,2016,89,1,8,35,16,39,4,0,192
1593,E18109,edist,2016,116,2,12,27,28,41,6,1,233
1594,E18110,edist,2016,194,3,20,51,43,46,9,1,367
1595,E18111,edist,2016,219,1,15,30,38,44,19,2,368
1596,E18112,edist,2016,154,1,41,37,37,47,21,0,338
1597,E18113,edist,2016,102,1,8,18,22,34,7,0,192
1598,E18114,edist,2016,419,8,65,74,94,142,44,1,847
1599,E18115,edist,2016,543,10,63,106,115,224,42,2,1105
1600,E18116,edist,2016,119,2,13,22,28,27,4,0,215
1601,E18117,edist,2016,205,2,11,36,33,50,9,1,347
1602,E18118,edist,2016,230,1,19,68,53,55,13,0,439
1603,E18119,edist,2016,74,1,5,23,14,26,3,0,146
1604,E18120,edist,2016,257,1,12,66,36,59,12,2,445
1605,E18121,edist,2016,109,1,7,15,19,26,6,0,183
1606,E18122,edist,2016,360,2,30,57,62,83,25,0,619
1607,E18123,edist,2016,296,1,23,59,39,57,23,4,502
1608,E18124,edist,2016,74,0,7,15,8,7,9,0,120
1609,E18125,edist,2016,91,2,6,14,18,20,5,0,156
1610,E18126,edist,2016,335,1,22,71,57,120,51,1,658
1611,E18127,edist,2016,467,8,46,92,88,121,36,1,859
1612,E18128,edist,2016,354,4,45,55,79,142,41,4,724
1613,E18129,edist,2016,484,2,52,87,80,99,32,0,836
1614,E18130,edist,2016,170,1,16,20,27,45,13,1,293
1615,E18131,edist,2016,1892,34,269,408,365,487,249,13,3717
1616,E18132,edist,2016,187,0,21,44,23,55,10,0,340
1617,E18133,edist,2016,475,6,49,77,82,117,43,5,854
1618,E18134,edist,2016,127,1,6,25,29,39,8,1,236
1619,E18135,edist,2016,348,2,19,53,56,62,28,1,569
1620,E18136,edist,2016,181,2,9,27,29,63,4,0,315
1621,E18137,edist,2016,110,1,11,13,24,23,9,0,191
1622,E18138,edist,2016,278,1,22,59,43,53,8,2,466
1623,E18139,edist,2016,170,5,10,32,29,44,9,1,300
1624,E18140,edist,2016,750,3,63,118,110,157,34,0,1235
1625,E18141,edist,2016,495,4,44,89,72,170,33,3,910
1626,E18142,edist,2016,176,0,7,25,16,30,6,0,260
1627,E18143,edist,2016,1097,6,106,159,159,109,53,3,1692
1628,E18144,edist,2016,710,6,44,108,84,64,36,2,1054
1629,E18145,edist,2016,205,2,14,42,45,47,14,1,370
1630,E18146,edist,2016,129,0,4,30,12,43,2,0,220
1631,E18147,edist,2016,302,8,30,57,61,84,38,5,585
1632,E18148,edist,2016,230,2,10,43,39,66,19,1,410
1633,E18149,edist,2016,103,1,9,9,12,18,6,0,158
1634,E18150,edist,2016,158,1,9,25,34,35,10,2,274
1635,E18151,edist,2016,272,0,33,45,58,93,28,1,530
1636,E18152,edist,2016,184,3,13,38,30,49,23,2,342
1637,E18153,edist,2016,314,1,18,34,43,39,13,0,462
1638,E18154,edist,2016,153,2,14,16,35,59,17,1,297
1639,E18155,edist,2016,74,2,6,12,9,27,12,0,142
1640,E18156,edist,2016,142,0,6,26,16,25,8,0,223
1641,E18157,edist,2016,185,3,9,56,23,36,20,1,333
1642,E18158,edist,2016,256,3,28,56,36,66,31,1,477
1643,E18159,edist,2016,214,1,13,24,21,30,8,0,311
1644,E18160,edist,2016,99,0,5,10,18,28,6,1,167
1645,E18161,edist,2016,540,3,42,76,88,187,64,3,1003
1646,E18162,edist,2016,757,14,115,155,135,246,119,3,1544
1647,E18163,edist,2016,156,1,15,32,14,28,11,1,258
1648,E18164,edist,2016,128,2,14,34,30,48,16,1,273
1649,E18165,edist,2016,158,0,12,23,22,41,10,0,266
1650,E18166,edist,2016,177,0,19,35,34,64,16,0,345
1651,E18167,edist,2016,207,1,19,28,40,70,18,1,384
1652,E18168,edist,2016,295,2,26,67,36,87,27,0,540
1653,E18169,edist,2016,37,0,5,7,8,8,0,1,66
1654,E18170,edist,2016,631,7,66,97,110,272,71,6,1260
1655,E18171,edist,2016,386,2,34,78,64,105,37,0,706
1656,E18172,edist,2016,192,2,11,48,32,55,12,0,352
1657,E18173,edist,2016,171,0,10,37,26,50,16,1,311
1658,E18174,edist,2016,64,0,7,11,19,23,10,0,134
1659,E18175,edist,2016,207,1,18,39,39,37,19,4,364
1660,E18176,edist,2016,188,1,13,29,29,60,20,2,342
1661,E18177,edist,2016,217,4,22,35,37,66,18,0,399
1662,E18178,edist,2016,265,2,16,66,46,84,10,1,490
1663,E18179,edist,2016,167,0,15,29,31,30,10,0,282
1664,E18180,edist,2016,159,2,17,24,27,27,7,1,264
1665,E18181,edist,2016,150,0,10,19,32,59,9,1,280
1666,E18182,edist,2016,553,4,26,127,74,99,25,3,911
1667,E18183,edist,2016,1095,13,96,158,185,264,66,9,1886
1668,E18184,edist,2016,209,4,5,41,39,47,10,1,356
1669,E18185,edist,2016,237,3,12,55,30,34,9,2,382
1670,E18186,edist,2016,238,1,14,62,51,50,14,0,430
1671,E18187,edist,2016,566,2,32,110,71,125,17,0,923
1672,E18188,edist,2016,240,2,21,51,37,38,8,0,397
1673,E18189,edist,2016,2116,20,137,425,308,651,94,8,3759
1674,E18190,edist,2016,169,2,16,45,14,31,3,0,280
1675,E18191,edist,2016,247,3,12,47,44,57,9,0,419
1676,E18192,edist,2016,338,2,10,77,57,58,4,0,546
1677,E18193,edist,2016,1943,24,148,512,316,336,113,4,3396
1678,E18194,edist,2016,146,0,8,15,15,32,7,1,224
1679,E18195,edist,2016,1578,9,141,366,267,488,105,8,2962
1680,E18196,edist,2016,324,4,13,73,46,78,18,2,558
1681,E18197,edist,2016,222,1,13,46,29,47,10,3,371
1682,E18198,edist,2016,659,3,24,142,102,167,25,1,1123
1683,E18199,edist,2016,235,1,23,38,45,73,12,3,430
1684,E18200,edist,2016,150,0,9,25,28,26,15,1,254
1685,E18201,edist,2016,266,0,16,44,50,63,10,2,451
1686,E18202,edist,2016,99,1,8,22,16,25,5,0,176
1687,E18203,edist,2016,412,1,30,76,70,96,16,2,703
1688,E18204,edist,2016,254,0,13,38,42,55,13,0,415
1689,E18205,edist,2016,116,0,10,12,13,29,4,0,184
1690,E18206,edist,2016,202,2,11,39,35,49,6,1,345
1691,E18207,edist,2016,544,7,25,114,88,84,34,1,897
1692,E18208,edist,2016,115,1,13,37,24,22,4,0,216
1693,E18209,edist,2016,234,3,24,43,43,60,19,0,426
1694,E18210,edist,2016,301,3,24,75,53,59,16,5,536
1695,E18211,edist,2016,392,2,15,68,53,76,19,1,626
1696,E18212,edist,2016,313,4,20,73,48,55,17,1,531
1697,E18213,edist,2016,375,1,34,78,49,124,36,1,698
1698,E18214,edist,2016,457,1,45,80,71,124,28,2,808
1699,E18215,edist,2016,183,2,22,43,34,51,10,2,347
1700,E18216,edist,2016,296,2,23,60,60,64,21,1,527
1701,E18217,edist,2016,245,2,18,46,42,56,12,0,421
1702,E18218,edist,2016,380,2,31,56,65,108,22,2,666
1703,E18219,edist,2016,296,0,11,38,43,66,12,0,466
1704,E18220,edist,2016,328,1,21,64,61,103,23,2,603
1705,E18221,edist,2016,175,0,17,29,34,54,9,0,318
1706,E18222,edist,2016,309,2,16,47,50,71,31,1,527
1707,E18223,edist,2016,441,1,18,85,59,99,19,2,724
1708,E18224,edist,2016,708,7,116,157,118,227,89,4,1426
1709,E18225,edist,2016,299,2,23,51,34,64,14,3,490
1710,E18226,edist,2016,98,1,4,17,25,41,6,0,192
1711,E18227,edist,2016,473,3,46,72,89,156,55,3,897
1712,E18228,edist,2016,152,4,11,22,26,41,8,0,264
1713,E18229,edist,2016,542,8,100,123,116,188,73,2,1152
1714,E18230,edist,2016,1080,7,88,216,174,282,105,1,1953
1715,E18231,edist,2016,162,1,8,22,20,39,9,0,261
1716,E18232,edist,2016,323,2,20,54,68,74,24,5,570
1717,E18233,edist,2016,436,3,44,104,79,118,36,0,820
1718,E18234,edist,2016,246,4,24,48,50,86,21,1,480
1719,E18235,edist,2016,1789,34,245,363,296,397,163,12,3299
1720,E18236,edist,2016,156,0,12,38,29,57,13,0,305
1721,E18237,edist,2016,348,3,15,63,56,91,29,3,608
1722,E18238,edist,2016,390,0,30,68,52,101,29,2,672
1723,E18239,edist,2016,1616,28,310,317,313,578,179,2,3343
1724,E18240,edist,2016,275,5,27,32,43,76,26,0,484
1725,E18241,edist,2016,68,0,10,14,13,25,3,0,133
1726,E18242,edist,2016,244,1,35,58,44,78,25,3,488
1727,E18243,edist,2016,42,0,6,7,6,9,5,1,76
1728,E18244,edist,2016,149,1,9,31,18,42,11,0,261
1729,E18245,edist,2016,111,2,8,30,16,29,12,3,211
1730,E18246,edist,2016,242,0,6,22,45,108,17,1,441
1731,E18247,edist,2016,762,8,61,157,116,220,47,10,1381
1732,E18248,edist,2016,154,2,6,35,24,41,6,2,270
1733,E18249,edist,2016,3294,34,277,507,429,475,172,39,5227
1734,E18250,edist,2016,487,3,24,84,84,115,32,1,830
1735,E18251,edist,2016,99,0,9,18,13,15,3,0,157
1736,E18252,edist,2016,1843,18,223,335,313,333,117,8,3190
1737,E18253,edist,2016,1092,7,103,178,173,227,57,5,1842
1738,E18254,edist,2016,98,1,8,28,21,16,7,0,179
1739,E18255,edist,2016,312,1,21,56,47,71,13,1,522
1740,E18256,edist,2016,279,2,11,60,55,69,18,2,496
1741,E18257,edist,2016,1253,9,114,160,166,211,60,7,1980
1742,E18258,edist,2016,238,2,15,54,40,41,9,0,399
1743,E18259,edist,2016,398,5,31,76,68,133,27,0,738
1744,E18260,edist,2016,3835,38,428,671,531,662,212,17,6394
1745,E18261,edist,2016,278,1,33,43,54,53,21,1,484
1746,E18262,edist,2016,532,3,27,84,84,125,25,4,884
1747,E18263,edist,2016,246,1,15,42,39,86,39,0,468
1748,E18264,edist,2016,278,3,12,64,45,55,9,1,467
1749,E18265,edist,2016,245,1,14,39,42,70,16,1,428
1750,E18266,edist,2016,378,4,45,58,63,165,34,1,748
1751,E18267,edist,2016,87,0,8,22,21,22,3,0,163
1752,E18268,edist,2016,175,0,16,45,39,60,13,0,348
1753,E18269,edist,2016,89,1,4,14,16,41,6,1,172
1754,E18270,edist,2016,189,1,17,41,32,96,18,2,396
1755,E18271,edist,2016,932,5,81,136,104,200,62,11,1531
1756,E18272,edist,2016,158,1,7,28,21,33,10,0,258
1757,E18273,edist,2016,148,2,18,22,21,42,14,1,268
1758,E18274,edist,2016,277,3,10,42,48,91,18,1,490
1759,E18275,edist,2016,214,0,21,72,48,67,11,2,435
1760,E18276,edist,2016,171,0,16,32,28,48,15,1,311
1761,E18277,edist,2016,127,0,5,24,24,41,4,0,225
1762,E18278,edist,2016,205,4,18,47,36,64,17,1,392
1763,E18279,edist,2016,164,2,17,36,27,100,12,4,362
1764,E18280,edist,2016,353,1,22,47,45,66,15,3,552
1765,E18281,edist,2016,67,3,5,14,13,8,2,0,112
1766,E18282,edist,2016,199,0,23,53,41,59,26,1,402
1767,E18283,edist,2016,182,1,5,36,32,40,11,1,308
1768,E18284,edist,2016,2031,25,305,386,407,697,236,14,4101
1769,E18285,edist,2016,153,0,11,14,25,38,9,0,250
1770,E18286,edist,2016,125,2,6,30,26,42,5,2,238
1771,E18287,edist,2016,246,4,15,40,66,84,18,2,475
1772,E18288,edist,2016,242,3,21,50,57,73,21,0,467
1773,E18289,edist,2016,114,1,18,36,25,40,10,0,244
1774,E18290,edist,2016,166,1,14,32,19,59,9,0,300
1775,E18291,edist,2016,158,0,8,24,30,66,7,2,295
1776,E18292,edist,2016,327,2,16,84,52,150,16,1,648
1777,E18293,edist,2016,177,2,21,42,34,83,15,0,374
1778,E18294,edist,2016,166,5,11,27,27,47,14,0,297
1779,E18295,edist,2016,147,1,10,41,21,67,8,0,295
1780,E18296,edist,2016,156,1,13,27,24,45,10,0,276
1781,E18297,edist,2016,114,2,14,34,24,32,2,1,223
1782,E18298,edist,2016,249,1,20,53,42,123,20,1,509
1783,E18299,edist,2016,151,1,12,26,22,57,8,0,277
1784,E18300,edist,2016,198,2,14,41,49,65,19,2,390
1785,E18301,edist,2016,203,2,27,40,42,106,12,2,434
1786,E18302,edist,2016,147,0,5,28,34,49,6,1,270
1787,E18303,edist,2016,232,1,21,46,35,91,16,1,443
1788,E18304,edist,2016,319,3,29,61,44,122,19,0,597
1789,E18305,edist,2016,160,0,13,33,24,48,3,0,281
1790,E18306,edist,2016,499,4,28,92,86,279,63,3,1054
