,uid,zoom,year,age_04_m,age_59_m,age_1014_m,age_1519_m,age_2024_m,age_2529_m,age_3034_m,age_3539_m,age_4044_m,age_4549_m,age_5054_m,age_5559_m,age_6064_m,age_6569_m,age_7074_m,age_7579_m,age_8084_m,age_85p_m,age_04_f,age_59_f,age_1014_f,age_1519_f,age_2024_f,age_2529_f,age_3034_f,age_3539_f,age_4044_f,age_4549_f,age_5054_f,age_5559_f,age_6064_f,age_6569_f,age_7074_f,age_7579_f,age_8084_f,age_85p_f,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19
0,I00,country,2016,169731,181470,163378,154908,137584,145222,173179,191045,177482,162824,148212,133858,118698,104961,79501,54117,35196,23062,161784,174091,156098,147908,136052,152213,188796,198376,179978,163286,151723,136244,120158,106275,82771,61350,45841,44493,62257,64029,66318,68076,70835,72404,72517,72166,71524,66950,64793,64014,64325,63531,62813,61643,60989,61318,61294,57572
