uid,zoom,year,age_04,age_59,age_1014,age_1519,age_2024,age_2529,age_3034,age_3539,age_4044,age_4549,age_5054,age_5559,age_6064,age_6569,age_7074,age_7579,age_8084,age_85p,pop,single,married,separated,divorced,widowed,mar_total,uid,zoom,year,pob_ire,pob_uk,pob_pol,pob_lit,pob_oeu,pob_row,pob_ns,pob_tot,nat_ire,nat_uk,nat_pol,nat_lit,nat_oeu,nat_row,nat_ns,nat_tot,uid,zoom,year,child_0,child_1,child_2,child_3,child_4,child_ge5,pre_fam,empty_nest,retired,pre_s,early_s,pre_adol,adol,adult,fam_total,uid,zoom,year,one_p,married,cohab_couple,married_kids,cohab_couple_kids,father_kids,mother_kids,couple_others,couple_kids_others,father_kids_others,mother_kids_others,two_or_more_fu,non_fam_hh,two_or_more_nrp,hstat_total,one_phh,two_phh,three_phh,four_phh,five_phh,six_phh,seven_phh,ge_eight_phh,phh_total_hh,uid,zoom,year,house_bung,apart,bedsit,caravan,type_ns,type_total_hh,l1919,b19_45,b46_60,b61_70,b71_80,b81_90,b91_00,b01_10,g11,h_age_ns,h_age_total_hh,oo_wm,oo_wom,rent_pl,rent_la,rent_vol,rent_free,occu_ns,occu_total_hh,rooms_1,rooms_2,rooms_3,rooms_4,rooms_5,rooms_6,rooms_7,rooms_ge8,rooms_ns,rooms_total_hh,occupied,temp_unoc,unoc_hol,unoccupied,uid,zoom,year,work,lffj,unemployed,student,home_fam,retired,sick_dis,stat_other,stat_total,uid,zoom,year,prof_worker,manage_tech,non_manual,skilled_manual,semi_skilled,unskilled,class_other,class_total,uid,zoom,year,nfe,primary,l_secondary,u_secondary,tech_vocat,apprentice,high_cert,bach,bach_hons,postgrad,doctorate,ed_ns,ed_total,uid,zoom,year,foot,bike,bus,train,mbike,car_d,car_p,van,other,method_ns,method_total,u15m,b15_30m,b30_45m,b45_60m,b60_90m,o90m,time_ns,time_total,uid,zoom,year,man_dir_sos,prof_oc,assoc_prof_tech,admin_sec,skilled_trade,caring_leisure,sales_cs,process_plant,elementary,occ_ns,occ_total,uid,zoom,year,ag_for_fish,build_construct,manufac,comm_trade,trans_coms,pub_admin,prof_ser,ind_other,ind_total,uid,zoom,year,age_04_m,age_59_m,age_1014_m,age_1519_m,age_2024_m,age_2529_m,age_3034_m,age_3539_m,age_4044_m,age_4549_m,age_5054_m,age_5559_m,age_6064_m,age_6569_m,age_7074_m,age_7579_m,age_8084_m,age_85p_m,age_04_f,age_59_f,age_1014_f,age_1519_f,age_2024_f,age_2529_f,age_3034_f,age_3539_f,age_4044_f,age_4549_f,age_5054_f,age_5559_f,age_6064_f,age_6569_f,age_7074_f,age_7579_f,age_8084_f,age_85p_f,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19
I00,country,2016,331515,355561,319476,302816,273636,297435,361975,389421,357460,326110,299935,270102,238856,211236,162272,115467,81037,67555,4761865,2551414,1792151,118178,103895,196227,4761865,I00,country,2016,3879515,277206,115161,33344,145282,239413,0,4689921,4082513,103113,122515,36552,146738,126557,71933,4689921,I00,country,2016,355649,341160,307298,152071,47002,15190,223050,243440,244808,391393,556931,566866,608441,1065595,3900524,I00,country,2016,399815,254744,68396,529687,68979,24731,153189,20294,32448,3413,17206,22380,37648,69359,1702289,399815,486536,297565,288328,154841,54016,14282,6906,1702289,I00,country,2016,1471650,200879,3266,4624,21870,1702289,141200,109668,126107,116041,213473,171044,240811,431763,33436,114122,1697665,535675,611877,309728,143178,16765,27440,53002,1697665,23752,88719,172739,179989,378691,299371,222308,238043,94053,1697665,1707453,50732,62148,183312,I00,country,2016,2006641,31434,265962,427128,305556,545407,158348,14837,3755313,I00,country,2016,386648,1336896,837145,671890,501103,170391,857792,4761865,I00,country,2016,52214,334284,449766,573643,271532,182318,153351,237117,331293,284107,28759,198668,3097052,I00,country,2016,426221,82123,313097,82627,8565,1202441,570254,128310,11917,136995,3058607,956370,853885,511843,174254,179233,67066,219899,2962550,I00,country,2016,169032,393608,248413,228032,316313,166163,155030,162641,200287,233084,2272603,I00,country,2016,89116,101849,229548,480117,171194,106797,471656,356364,2006641,I00,country,2016,169731,181470,163378,154908,137584,145222,173179,191045,177482,162824,148212,133858,118698,104961,79501,54117,35196,23062,161784,174091,156098,147908,136052,152213,188796,198376,179978,163286,151723,136244,120158,106275,82771,61350,45841,44493,62257,64029,66318,68076,70835,72404,72517,72166,71524,66950,64793,64014,64325,63531,62813,61643,60989,61318,61294,57572
