ed,mean,std
Clonbrock,40250.0,13788.582233137677
Clonbullogue,147500.0,137885.82233137678
Cloncagh,58000.0,
Cloncurry,246667.55555555556,108096.3975985221
Clondagad,103750.0,46999.11346681623
Clondalkin-Ballymount,226666.66666666666,74077.82265647262
Clondalkin-Cappaghmore,256233.33333333334,45823.366881766255
Clondalkin-Dunawley,163780.28155339806,49142.01457209771
Clondalkin-Monastery,198281.94247787612,74687.69985765923
Clondalkin-Moorfield,177596.15384615384,42466.138582328334
Clondalkin-Rowlagh,147197.5,42777.8363512548
Clondalkin-Village,183719.70238095237,57202.868886909215
Clondarrig,105500.0,6363.961030678927
Clondrohid,128333.33333333333,66017.67440112786
Clonea,198979.16666666666,107946.49229722736
Cloneen,350250.0,0.0
Clonegall,169437.5,60400.70807295462
Clonervy,85000.0,27838.82181415011
Clones Rural,99644.44444444444,71886.89225288416
Clones Urban,38000.0,10313.825672368135
Clonfad,162666.66666666666,99077.41081262335
Clonfert West,40000.0,
Clongeen,124875.0,34868.887073066806
Clonin,85000.0,46669.04755831214
Clonkeen,165650.0,58614.58388869143
Clonleigh,83833.33333333333,42827.17206011467
Clonleigh North,74016.4,78531.65059261139
Clonleigh South,96450.0,71149.12658835464
Clonmacduff,260000.0,113137.0849898476
Clonmel East Urban,138947.54098360657,79622.47410331467
Clonmel Rural,169408.97435897434,104981.65323435095
Clonmel West Urban,91625.0,45033.28600867914
Clonmethan,325961.53846153844,311577.0678833236
Clonmore,104700.0,72408.21776566525
Clonmoyle,147500.0,137885.82233137678
Clonoulty West,103125.0,46727.744893768875
Clonpriest,97769.16666666667,72740.85950765062
Clonroche,137600.0,48613.784053496594
Clonskeagh-Belfield,410368.4210526316,150590.7664744702
Clonskeagh-Farranboley,346063.3333333333,197484.2204064006
Clonskeagh-Milltown,685426.8292682926,477231.82994451985
Clonskeagh-Roebuck,579654.8387096775,378036.11365292396
Clonskeagh-Windy Arbour,410323.71794871794,143730.89432025823
Clontarf East A,350912.1621621622,99720.47776496042
Clontarf East B,474010.05988023954,266345.5611471073
Clontarf East C,573069.4444444445,257028.9262072125
Clontarf East D,593062.0689655172,186529.7839230538
Clontarf East E,428821.4285714286,170681.55420036125
Clontarf West A,320902.875,109589.55070734664
Clontarf West B,235104.38596491228,79458.47763404355
Clontarf West C,450962.5909090909,205370.6575774999
Clontarf West D,259269.23076923078,88778.82792908193
Clontarf West E,312083.3333333333,91309.38233219407
Clontibret,186875.0,142264.0590592016
Clonygowan,157000.0,
Cloonadrum,47500.0,707.1067811865476
Cloonanaha,85500.0,41719.300090006305
Cloonbur,212000.0,51884.48708429139
Cloonclare,20000.0,
Clooncoorha,55000.0,
Cloondara,115500.0,6363.961030678927
Cloonee,70000.0,
Clooney,323000.0,
Cloonfinlough,40250.0,13788.582233137677
Cloonfower,58000.0,
Cloonkeen,109438.88888888889,52878.95243961544
Cloonmore,15000.0,
Cloonteem,110000.0,
Cloontubbrid,205000.0,
Cloontuskert,69833.33333333333,24902.161493710213
Cloonusker,57000.0,0.0
Cloonygormican,95000.0,
Cloverhill,65750.0,60851.59543238506
Cloyne,163861.48648648648,90241.76528194248
Clydagh,65000.0,
Cobh Rural,181499.79207920792,75656.2065819212
Cobh Urban,149412.8151260504,109512.97659669028
Colligan,134333.33333333334,123313.96244275558
Collinstown,109200.0,43447.66967283746
Collon,140178.57142857142,83027.70787348808
Collooney,123060.60606060606,73841.44305280884
Colman,65000.0,0.0
Colmanswell,632000.0,
Columbkille,93500.0,52754.14675643992
Comeragh,206333.33333333334,123086.69031756981
Commons,67867.64705882352,43411.58008187436
Cong,208750.0,196611.9274103176
Convoy,68392.85714285714,44789.756113951466
Coolaghmore,48250.0,12871.480101371404
Coolamber,81000.0,68505.4742338158
Coolaney,102000.0,30526.627720729324
Coolavin,108750.0,121975.91975467945
Coolballintaggart,85000.0,63639.61030678928
Coolboy,80000.0,
Coolclogh,203500.0,94045.20189781082
Coolcraheen,162388.88888888888,54562.58024872626
Coole,116500.0,92557.46655664586
Coolgreany,147900.0,68778.12152130938
Coolies,212500.0,69940.45086119096
Coolmain,21000.0,
Coolnaha,51000.0,14933.18452306808
Cooloo,80000.0,
Coolougher,88166.66666666667,61197.085987270126
Coolraine,183430.4347826087,56935.66891902577
Coolreagh,42000.0,
Coolrus,132300.0,38829.112789246166
Coolure,154500.0,142128.46301849606
Coom,174000.0,
Coomlogane,154333.33333333334,65622.65868839309
Coonard,25000.0,
Cooraclare,95000.0,
Cootehill Rural,67750.0,2872.281323269014
Cootehill Urban,61750.0,49223.13141874119
Copperalley,90000.0,56568.5424949238
Corboy,195000.0,
Corkbeg,149352.0,67116.54527688952
Corkermore,130000.0,
Cormeen,29375.0,15026.019100214135
Corr,91000.0,51797.68334587948
Corrala,97000.0,
Corraneary,76658.33333333333,37110.65098683485
Corravaddy,129750.0,44537.45614648416
Corrofin,136593.75,58002.36166168869
Course,209759.0,134009.46295691212
Courtmacsherry,165784.78260869565,52100.59639072066
Courtown,155240.0606060606,90252.28194990696
Cranemore,359166.6666666667,464191.9502389789
Cranford,96166.66666666667,59988.19328278968
Crannagh,173333.33333333334,37527.76749732567
Cratloe,237718.75,85907.30833287702
Craughwell,135555.55555555556,71269.49051156307
Crean,205000.0,
Crecora,266500.0,259508.18869546294
Creegh,132000.0,
Creenasmear,66250.0,5303.300858899106
Creeslough,93776.33333333333,25113.64889192064
Creeve,65600.0,23543.576618687315
Creevy,33000.0,15716.23364550171
Creggan Upper,40000.0,
Cremartin,160000.0,
Crinny,170000.0,
Croagh,180600.0,93990.95701183174
Croaghpatrick,449500.0,342316.7392927199
Croghan,144333.33333333334,60302.01765557545
Crohane,40000.0,0.0
Cronebane,186000.0,58245.17147369386
Crookhaven,229250.0,57696.764785095766
Croom,190785.7142857143,113420.99201017167
Cross Roads,93785.71428571429,45874.69994711786
Crossalare,567500.0,
Crossbane,109666.66666666667,88636.14762988442
Crossdoney,86000.0,59149.52803418355
Crosskeys,126666.66666666667,80363.75634160795
Crossmolina North,57569.875,61650.747210018235
Crossmolina South,84999.75,28717.3234636633
Crossna,72813.33333333333,13802.337966204615
Crowkeeragh,58000.0,
Crownarad,136666.66666666666,10112.698288126006
Cruicetown,200000.0,
Crumlin A,170191.4606741573,54145.37041719184
Crumlin B,195893.44827586206,71707.73709879997
Crumlin C,187419.14705882352,72075.13508879901
Crumlin D,207455.45360824742,67856.8414058875
Crumlin E,163166.66666666666,48486.905448791025
Crumlin F,185378.8904109589,55273.38243915963
Crumpaun,85000.0,
Crusheen,97583.33333333333,47032.34702485797
Cuffsborough,500000.0,
Cuildoo,117500.0,
Cuilmore,58750.0,32704.484911604
Culdaff,149666.66666666666,107222.51007445529
Cullahill,235000.0,
Cullen,260166.66666666666,66030.9270973332
Cullenwaine,84166.66666666667,62474.66153036232
Culliagh,65000.0,
Culmullin,135613.5,36222.95907984327
Culnacleha,37500.0,14849.242404917499
Cummer,255000.0,
Curraghbeg,90000.0,49497.474683058324
Curraglass,75000.0,
Currin,115000.0,
Curryglass,162500.0,
Custom House,50700.0,2869.3785622209793
Custom House A,44250.0,14091.66420264122
Custom House B,70000.0,
Daingean,88354.16666666667,44333.58702390093
Dalgan,110721.42857142857,38793.8124054904
Dalkey Hill,812211.5769230769,659475.4249285214
Dalkey Upper,653844.8275862068,265701.2320340903
Dalkey-Avondale,530507.1052631579,119512.14658532727
Dalkey-Bullock,793013.85,413366.2503660805
Dalkey-Coliemore,813754.5757575758,612559.7246802261
Danesfort,201900.0,103041.58588187891
Dangan,208449.1379310345,100831.16468409817
Darragh,65650.0,30390.623553984544
Darrynane,180000.0,56568.5424949238
Darver,169500.0,34648.23227814083
Dawros,194176.92307692306,109300.22990099453
Dawsongrove,66000.0,15099.6688705415
Decies,134894.44444444444,39305.710639662655
Deelis,233166.66666666666,167302.3709734364
Deerpark,148714.2857142857,104057.21869195218
Delgany,392209.3611111111,191711.66956853788
Delvin,101437.5,29368.846873288483
Denn,115000.0,106066.01717798212
Derrew,75500.0,
Derrin,99200.0,50628.8455329568
Derrinboy,55000.0,
Derry,201700.0,93069.59761382877
Derryad,50000.0,
Derrycastle,575000.0,199047.732968753
Derryglassaun,97166.66666666667,54832.32015274689
Derrylahan,110000.0,
Derrylea,60306.78571428572,31545.781603101063
Derryloughan,195000.0,98361.57786453002
Derrymore,49000.0,
Derryvillane,92500.0,102530.48327204939
Desertegny,125000.0,
Dingle,149250.0,49489.21793994822
Dock A,55323.42105263158,36649.61902212043
Dock B,83676.45454545454,31247.75189149977
Dock C,127201.22222222222,68903.20865855555
Dock D,114860.0,30544.688572647126
Donadea,306000.0,54249.42396007537
Donaghcumper,338220.71428571426,342673.82434435625
Donaghmore,209288.65294117646,91690.43227149315
Donaghmoyne,237000.0,
Donaghpatrick,303250.0,178998.07959863704
Donegal,116818.18181818182,35187.54945095831
Doneraile,80558.82352941176,59047.619118211805
Donore Electoral Division,165000.0,
Doocharry,145000.0,
Dooish,98562.5,28227.946512024468
Doon,252500.0,
Doon South,124333.33333333333,63076.67292007931
Doon West,80000.0,
Doonane,100000.0,2828.42712474619
Doonasleen,31000.0,
Doonbally,118750.0,25940.637360455636
Doonbeg,113800.0,52095.63854638462
Doonloughan,97500.0,
Doora,161065.21739130435,61544.94003790055
Doorus,213500.0,65987.21467072237
Douglas,272968.135770235,135760.710467426
Downings,212318.18181818182,108896.34353991706
Drehid,77250.0,49143.92129246506
Drinagh,159625.0,86390.19796451344
Dripsey,173818.18181818182,109598.41986253104
Drishane,124333.33333333333,54701.35368743716
Droighead Nua Rural,273230.76923076925,111717.34250054741
Droighead Nua Urban,161864.7232142857,85807.93092781042
Drom,188333.33333333334,14375.905768565217
Dromana,120875.0,62882.74471851029
Dromard,350666.6666666667,202873.03090028174
Dromcolliher,56250.0,16007.810593582122
Dromdaleague North,261000.0,
Dromdaleague South,99000.0,39153.54390090379
Dromin,128071.42857142857,95829.89641870144
Dromina,30000.0,
Dromiskin,196812.5,86771.43107037016
Drommartin,23000.0,
Dromore,150121.42857142858,96142.99672938128
Dromoyle,150000.0,
Dromtrasna,50000.0,24748.737341529162
Drumacoo,193710.0,94019.95591953397
Drumahaire,115772.72727272728,159600.82104400994
Drumboory,164500.0,91216.77477306464
Drumcannon,230000.0,83964.27811873333
Drumcar,233750.0,137318.06144859458
Drumcarban,27000.0,
Drumcarn,55000.0,
Drumcarrow,124250.0,50558.13485483815
Drumcliff West,244077.27272727274,142964.53666762516
Drumcolumb,94000.0,93338.09511662427
Drumcondra,174400.0,91924.31669585584
Drumcondra South A,336029.3333333333,182575.54388972314
Drumcondra South B,262351.85185185185,92252.03925355118
Drumcondra South C,325098.5714285714,161758.93900771326
Drumcreehy,221666.66666666666,141539.15830374762
Drumcullen,185000.0,56568.5424949238
Drumellihy,79100.0,54471.78168556633
Drumfin,113750.0,56707.58326714338
Drumfinn,138833.63636363635,39768.19180104345
Drumgort,76250.0,29261.749776799064
Drumgurra,135000.0,
Drumhillagh,82000.0,
Drumkeeran,50000.0,
Drumline,193750.0,113183.11122542387
Drumlish,91968.95454545454,46087.17065825965
Drummaan,125500.0,103690.47345689133
Drummeel,105500.0,707.1067811865476
Drummin,265000.0,
Drummullagh,125583.33333333333,54046.66193824247
Drumnsa,102966.66666666667,56509.320765103286
Drumod,106269.23076923077,45860.12037735664
Drumrat,71000.0,36769.55262170047
Drumreilly North,90000.0,
Drumshanbo,53953.6,53283.17825689037
Drumwood,152000.0,61487.803668695145
Drung,145000.0,
Duagh,130000.0,50744.4578254611
Dubber,179708.97435897434,52137.7197932185
Duleek,186319.25454545455,105930.13828920947
Dun Laoghaire Sallynoggin West,337180.35714285716,142850.07573293324
Dun Laoghaire-East Central,382163.32352941175,218006.6812188173
Dun Laoghaire-Glasthule,534901.24,326312.30357972893
Dun Laoghaire-Glenageary,644865.3846153846,284063.6392674116
Dun Laoghaire-Monkstown Farm,307702.22222222225,119241.08216872101
Dun Laoghaire-Mount Town,356275.0,227504.52193308156
Dun Laoghaire-Sallynoggin East,387420.45454545453,193184.87178907325
Dun Laoghaire-Sallynoggin South,288999.95454545453,107916.65170088981
Dun Laoghaire-Salthill,859500.0,747210.1247896976
Dun Laoghaire-West Central,379296.6923076923,185746.93056600512
Dunaff,59800.0,49524.741291600905
Dunamon,54000.0,16522.711641858306
Dunbell,220000.0,0.0
Dunboyne,288068.75,127079.40194132528
Duncormick,136050.0,64372.37589042196
Dundalk No. 1 Urban,111943.54838709677,80819.9570464452
Dundalk No. 2 Urban,82810.71428571429,30408.147811017745
Dundalk No. 3 Urban,77368.75,27668.193983947225
Dundalk No. 4 Urban,109992.52777777778,60750.93718907824
Dundalk Rural,137655.8620689655,83850.11760895983
Dunderrow,244966.66666666666,175099.6111061467
Dundrum-Balally,372355.97478991596,141684.36036016417
Dundrum-Kilmacud,457294.7543859649,285707.5283970031
Dundrum-Sandyford,295915.5836734694,76744.26990005827
Dundrum-Sweetmount,520143.22857142857,369383.5304843245
Dundrum-Taney,450661.80555555556,130764.3422487044
Dunfanaghy,140095.82352941178,94562.08526163861
Dunfierth,119375.0,123901.4225099938
Dunganstown East,335540.0,127079.53415086161
Dunganstown South,200178.0,76041.80878525531
Dunganstown West,271875.0,102416.12421879673
Dungarvan No 1 Urban,110688.88888888889,70705.07639683894
Dungarvan No 2 Urban,175339.59615384616,82672.52956192307
Dungarvan Rural,150769.23076923078,53094.497276324604
Dunglow,77095.45454545454,47406.43655952984
Dunkerrin,580000.0,
Dunkineely,180200.0,95813.36023749506
Dunkitt,155625.0,64907.67043900268
Dunlavin,124166.66666666667,60656.958930255205
Dunleer,118892.85714285714,68730.85147919343
Dunloe,158000.0,130688.56109086212
Dunmakeever,65000.0,
Dunmanoge,50000.0,
Dunmanus,126950.0,15485.63850798539
Dunmanway North,121495.83333333333,62742.73032259063
Dunmanway South,121316.23076923077,51143.272852112634
Dunmore,153000.0,
Dunmore South,79884.61538461539,34402.127990233545
Dunmoylan West,60000.0,
Dunmurry,265125.0,191634.363219822
Dunnaman,150000.0,
Dunquin,253666.66666666666,119039.20922676416
Dunshaughlin,244727.77777777778,84569.40375328429
Duntryleague,90000.0,113137.0849898476
Dunurlin,197500.0,38890.87296526011
Durrow,199950.0,193435.3007809983
Durrus West,115000.0,
Dysart,116250.0,72478.44507162111
Dysartmoon,112333.33333333333,61705.618328749726
Dysert,100000.0,
DÃÂÃÂºn Laoghaire-Sandycove,768158.5818181818,570839.394487422
Eanymore,67111.66666666667,16920.84242386688
Easky East,76000.0,
Easky West,96731.25,49705.55399765992
Edenacarnan,98138.88888888889,54189.97236182322
Edenderry Rural,170400.0,149267.54503240148
Edenderry Urban,109944.86111111111,48517.80448549907
Edenmore,192317.9411764706,51931.70198819191
Edermine,201700.0,
Edgeworthstown,64490.19607843137,38804.83091009139
Edmondstown,304239.1304347826,104589.62553628812
Edmonstown,55000.0,
Einach,8000.0,
Elphin,41633.333333333336,26655.518503054234
Emlagh,140611.11111111112,74305.52104330026
Emly,32900.0,13418.064109417739
Emlygrennan,89666.66666666667,63553.7829978148
Emo,199866.66666666666,65292.061794167086
Emyvale,180000.0,110000.0
Enagh,149500.0,135057.39520663058
Ennis No. 2 Urban,70130.95238095238,35930.498547892654
Ennis Rural,141519.73913043478,114139.44604151673
Enniscoffey,187000.0,
Enniscorthy Rural,97077.27551020408,65415.6738268524
Enniskeen,145000.0,
Enniskerry,447666.2619047619,268169.50690962095
Ennismore,154500.0,
Ennisnag,188000.0,0.0
Ennistimon,116420.25,52937.87740397664
Errill,98500.0,28359.301824974464
Esker,115000.0,
Eskey,80000.0,
Esternow,14000.0,
Evergreen,128428.57142857143,44224.4524873084
Eyre Square,238956.52173913043,98559.04010973209
Eyrecourt,35000.0,
Fahan,177846.15384615384,89240.40205520343
Fahymore,203333.33333333334,32532.03549323856
Fair Gate,103546.18589743589,51931.29892560655
Fair Hill A,90071.42857142857,21012.75123075782
Fair Hill B,140187.5,48119.59617156285
Fair Hill C,90500.0,28242.57171616737
Fairymount,61416.666666666664,31092.84727256659
Faithlegg,123136.36363636363,48086.42787164113
Farahy,107500.0,53033.00858899106
Farranferris A,83423.07692307692,35309.84645124157
Farranferris B,152895.0,73263.74899407392
Farranferris C,110400.0,36411.536633325435
Farranshone,204607.14285714287,104408.07119025967
Farranshoneen,178852.16666666666,78623.02955516647
Faughalstown,52750.0,3889.0872965260114
Faughart,235000.0,
Fedamore,64166.666666666664,11814.53906563152
Feenagh,25000.0,
Feighcullen,140666.66666666666,52166.400425305685
Fennagh,111583.33333333333,25318.800656165895
Fenoagh,89000.0,111722.87142747451
Ferbane,125400.0,70200.42734912659
Fermoy Rural,129505.06578947368,68162.36657419997
Ferns,94181.81818181818,38995.046305442906
Ferrybank,88884.61538461539,51206.751608126935
Fethard,149011.33333333334,87607.52861212219
Fews,107000.0,
Fiddown,141750.0,34780.38240157805
Figart,64955.23809523809,32290.827469894237
Finglas North A,114880.0,41493.40363786206
Finglas North B,123147.43589743589,49296.683656896756
Finglas North C,192351.76470588235,58385.63324541223
Finglas South A,103127.67857142857,33100.64119077241
Finglas South B,131461.11111111112,55645.205635853396
Finglas South C,115916.66666666667,44251.472937551545
Finglas South D,121214.28571428571,50422.111079508424
Finnea,115000.0,
Finnoe,190000.0,0.0
Firhouse Village,290123.3333333333,68923.3171913618
Firhouse-Ballycullen,341642.40506329114,92218.34739043834
Firhouse-Knocklyon,371870.3703703704,91326.92675141078
Firmount,320000.0,56568.5424949238
Flesk,153500.0,37476.65940288702
Foilnaman,164000.0,57431.69856446874
Fontstown,227500.0,45961.94077712559
Ford,131966.66666666666,28318.637645466602
Fore East,68500.0,47214.93407810711
Fore West,416666.6666666667,462853.46853332897
Forgney,50000.0,
Forth,133000.0,
Fortland,180000.0,
Fossy,234000.0,
Foxhall,84409.09090909091,45620.61934137796
Foxrock-Beechpark,564241.9354838709,102868.75707811241
Foxrock-Carrickmines,689131.6428571428,438718.5809195773
Foxrock-Deansgrange,573225.3055555555,198510.3400594134
Foxrock-Torquay,766500.0,513864.9050334143
FoxÃÂ¢ÃÂÃÂs Castle,35800.0,
Frenchpark,89615.38461538461,46237.229699198135
Freshford,98750.0,24320.305769608916
Fuerty,109550.0,54980.02162402064
Furbo,190000.0,86746.75786448736
Gaile,142500.0,35757.11717366808
Galbally,40000.0,
Gallow,360000.0,210802.03983832794
Galmoy,73333.33333333333,42720.01872658766
Galtrim,270875.0,106204.50006159501
Galvone A,79285.71428571429,32166.049833710727
Garadice,83500.0,23334.52377915607
Gardenmorris,50000.0,
Garranes,214000.0,41012.193308819755
Garrangibbon,25000.0,0.0
Garristown,318090.9090909091,184532.76378218288
Garrown,148750.0,27801.37886268713
Garrymore,97625.0,24571.96064623253
Garryvoe,117625.0,60280.85309615318
Gartan,190000.0,14142.13562373095
Garvagh/Arigna,50000.0,
Gaybrook,148000.0,
Geashill,113777.77777777778,55919.08837279489
Georgestown,53000.0,
Gillabbey A,80000.0,0.0
Gillabbey B,165444.44444444444,81297.46476845253
Gillabbey C,207705.5,220897.66879774394
Gilltown,157500.0,152027.9579551077
Girley,142500.0,159099.02576697318
Glanbehy,205666.66666666666,119804.70218929918
Glanlee,100000.0,
Glanlough,228333.33333333334,109125.31023247234
Glanmore,159092.5,55285.14368707022
Glanworth West,92807.14285714286,65818.43866373516
Glashare,29250.0,9037.42219883524
Glasheen A,349500.0,149199.53083036153
Glasheen B,294500.0,102053.20741092434
Glasheen C,189310.52631578947,65874.70341267277
Glaslough,176100.0,65708.06647589015
Glassan,347428.5714285714,103768.74472090516
Glen,390000.0,197989.8987322333
Glenade,207000.0,
Glenagarriff,186000.0,109510.27349066388
Glenalla,112000.0,62764.10863967825
Glenaniff,74000.0,
Glenboy,165000.0,
Glenbrohane,50000.0,
Glencar,200000.0,
Glencolumbkille,60966.666666666664,28562.271151526682
Glencullen,386605.78014184395,133661.27699618324
Glendarragh,78325.0,
Glenealy,253026.60416666666,172035.78127049797
Gleneely,98750.0,35420.68604643337
Glenfarn,30000.0,21213.203435596424
Glengar,23000.0,
Glengesh,110000.0,
Glengort,71500.0,53978.39073802281
Glenlara,190000.0,
Glenlough,164400.0,150889.3855334651
Glenmore,75000.0,
Glennagannon,83000.0,
Glennamaddy,114500.0,20506.096654409877
Glenstal,132125.0,44351.57832591756
Glenties,130000.0,42426.40687119285
Glentogher,68250.0,26790.17049766794
Glentworth A,105916.66666666667,66272.4804626073
Glentworth B,82937.5,16160.882003865296
Glentworth C,36100.0,14423.938435808717
Glenville,206750.0,67892.37807000134
Glin,164051.72413793104,154234.41949719092
Glore,51000.0,
Glynn,144607.14285714287,53711.392557596104
Goland,54676.5,34897.84097189968
Golden,60100.0,38882.15814769317
Goleen,247625.0,97097.79679713203
Goresbridge,101800.0,40283.8677388356
Gorey Rural,150353.73109243697,55135.112138303906
Gorey Urban,136214.8,54014.63698880385
Gort,99141.66666666667,43549.69829131274
Gortahork,104500.0,91638.78363807907
Gorteen,150000.0,0.0
Gortkelly,83500.0,47920.07234273894
Gortmore,20000.0,
Gortnagullion,36400.0,13776.792079435618
Gortnapeaky,50000.0,
Gortnascreeny,119000.0,41012.193308819755
Gortnavern,119850.0,27256.03908616706
Gortroe,170000.0,
Gorumna,57500.0,10606.601717798212
Gowel,15000.0,
Gowlane,191769.3076923077,85445.72553906623
Gowran,190076.92307692306,88678.19841705133
Grace Park,309324.1666666667,126390.1913338036
Gracedieu,119200.0,78941.11729637477
Graddum,120000.0,
Graignagower,133666.66666666666,50003.33322222963
Graigue,163187.5,45855.313993348376
Graigue Urban,75035.0,33100.36966896627
Graiguenamanagh,129863.54545454546,74792.1903401731
Grallagh,186000.0,
Granard Rural,40000.0,7071.067811865475
Granard Urban,79558.82352941176,80503.47087877274
Graney,147187.5,68875.63196495135
Grange,184571.42857142858,72385.21290718878
Grange A,267441.2957746479,113492.9138368678
Grange B,229500.0,49351.50887836591
Grange C,219198.35135135136,44763.57591106128
Grange D,292448.97959183675,79932.73506113587
Grange E,250500.0,86707.33626494452
Grange North,109500.0,59556.27590774964
Grange South,176751.61290322582,107580.91178571206
Grange Upper,174591.89361702127,67109.56467703101
Grangeford,148500.0,89802.56121069154
Grantstown,38000.0,
Graystown,101250.0,64951.9052838329
Grean,215400.0,100091.45817700929
Greenane,115266.66666666667,60007.40033727586
Greencastle,145750.0,58588.60810772005
Greenfort,185055.55555555556,66673.85377925726
Greenhall,217500.0,49074.77288111819
Greenmount,217700.0,76682.46214096154
Greenore,125000.0,59979.6261705219
Greethill,213333.33333333334,48045.11768466525
Grennanstown,162300.0,83546.77902656862
Greystones,421567.36879432626,259901.30635994475
Griffinstown,127000.0,22527.760652137622
Gubacreeny,100916.66666666667,53138.683620971424
Gullane,210000.0,
Gurranabraher A,105888.88888888889,41678.664939164155
Gurranabraher B,107666.66666666667,56216.2491337395
Gurranabraher C,132000.0,
Gurranabraher D,65500.0,
Gurranabraher E,98500.0,4949.747468305833
Hacketstown,91544.44444444444,55966.21997042303
Haggardstown,195487.5,102709.66595588376
Hammerlane,141750.0,82377.94000823279
Harmonstown A,244194.44444444444,62273.27766475048
Harmonstown B,295514.66,92518.52932374674
Haroldstown,120000.0,
Harperstown,147500.0,
Harristown,78750.0,15909.90257669732
Hartstown,131500.0,14849.242404917499
Headford,133271.42857142858,66210.01219064769
Heathstown,167500.0,38890.87296526011
Hill of Down,245000.0,
Hollymount,152666.66666666666,66002.52520421725
Hollywood,247250.0,98049.66145332227
Holmpatrick,355781.25,90551.82102899239
Holycross,146333.33333333334,86805.25050451451
Hopestown,373125.0,399162.53477332596
Horetown,182666.66666666666,43085.18693627003
Hospital,114571.42857142857,70931.55654774336
Houndswood,50000.0,
Howth,562161.0738255034,272593.3916237649
Humewood,113333.33333333333,40414.5188432738
Huntingdon,144500.0,62932.50352560273
Huntingtown,223750.0,22980.970388562793
Ightermurragh,139944.44444444444,56431.39662681161
Imphrick,222500.0,38890.87296526011
Inch,137909.0909090909,62883.15282403475
Inchaquire,141000.0,
Inchicore A,157955.88235294117,64059.22466519465
Inchicore B,151460.0,43844.87807410728
Inchigeelagh,96900.0,55095.825613198685
Inishannon,250941.17647058822,135992.52233820545
Inishkeel,143375.0,
Inishkeen,215166.66666666666,66068.77729558291
Inishkenny,225127.27272727274,127701.03860557583
Inishlounaght,213537.38709677418,120034.6072978921
Inistioge,210714.2857142857,100676.2846241074
Innfield,192657.7,59591.41506484329
Inns Quay A,266727.2727272727,80824.30440045978
Inns Quay B,240380.5,88499.94143096243
Inns Quay C,215359.375,65614.02090699314
Inver,146250.0,51214.41854269817
Island,78000.0,58109.809843089315
Islandeady,161666.66666666666,84013.88774085707
Islandikane,246117.64705882352,98027.18523000467
Iveruss,48500.0,
Jamestown,289750.0,275209.4656802342
Jenkinstown,71250.0,58363.08764964376
Jerpointchurch,121250.0,72960.91730882676
John's B,71881.81818181818,24455.748534110266
John's C,75000.0,16504.544828622205
Johnstown,122600.0,68223.62609752384
Julianstown,196856.06703910616,101990.03605467388
Kanturk,100663.79310344828,57856.97713288922
Keadew,45000.0,
Keale,85000.0,
Kealkill,157000.0,
Keeldra,65000.0,
Keereen,38000.0,
Kellistown,147500.0,17677.66952966369
Kells,135000.0,0.0
Kellysgrove,50000.0,
Kenmare,151464.375,108740.6476608135
Kentstown,309844.44444444444,395314.8969843886
Kerryhead,63875.0,10491.067629178644
Keshcarrigan,128000.0,69880.85097745543
Kilalla,90000.0,55827.11408148075
Kilballyowen,117000.0,80743.42078460635
Kilbarron,131375.0,58401.77957171217
Kilbarry,207500.0,258502.51449454026
Kilbarrymeaden,396833.5,490496.63958532887
Kilbeacon,78000.0,46008.69483043395
Kilbeagh,95000.0,91923.88155425117
Kilbeggan,103611.11111111111,36393.09709738743
Kilberrihert,165666.66666666666,35557.46522649405
Kilberry,150000.0,
Kilbixy,43750.0,1767.7669529663688
Kilbonane,215000.0,118790.19787470308
Kilbora,166750.0,46999.11346681623
Kilbrew,212331.25,109743.74854428512
Kilbride,214751.4,170887.6886505676
Kilbride North,108333.33333333333,63705.04951205464
Kilbride South,100000.0,
Kilbrittain,130200.0,51900.867044780665
Kilbrogan,205687.5,83601.01175623813
Kilbryan,250000.0,325269.11934581184
Kilcar,102500.0,68859.76086704533
Kilcash,205500.0,34063.665882187925
Kilcaskan,118750.0,54239.97603244308
Kilcatherine,98750.0,54800.77554195743
Kilchreest,119375.0,101755.73284423177
Kilcloher,115000.0,
Kilclonfert,70000.0,
Kilcock,215848.2142857143,88205.28327006975
Kilcockan,75000.0,
Kilcoe,195000.0,
Kilcogy,150000.0,
Kilcoke,60000.0,
Kilcolagh,56875.0,9722.718241315028
Kilcolman,140666.66666666666,51052.26080530943
Kilcolumb,172500.0,0.0
Kilcomb,170357.14285714287,61180.54857395057
Kilcomenty,277100.0,145157.53893997762
Kilcommock,94888.88888888889,33031.97104489999
Kilcommon,107760.0,67786.29409155414
Kilconickny,206000.0,64093.68143584826
Kilconierin,65000.0,49497.474683058324
Kilconnell,143500.0,157684.8122046001
Kilconny,56500.0,53093.471036151575
Kilcoole,287179.6733668342,145257.34692303877
Kilcooly,200000.0,
Kilcoona,125000.0,
Kilcor,70500.0,25134.63745511361
Kilcormac,63750.0,48618.26931423116
Kilcormick,155000.0,
Kilcornan,313333.3333333333,184142.1552315855
Kilcorney,120500.0,13435.028842544403
Kilcowan,237333.33333333334,67352.30755759845
Kilcroan,80620.0,48339.6524604801
Kilcullen,198186.76470588235,74862.64218785493
Kilculliheen,110000.0,35099.857549568485
Kilcumeragh,166000.0,33941.12549695428
Kilcummer,355000.0,205060.96654409877
Kilcummin,163666.66666666666,48561.98787803756
Kilcumny,50000.0,
Kilcumreragh,156500.0,23334.52377915607
