uid,ed,ed_num
50195,Holycross,2230
50219,Rahelty,2231
50228,Carrigatogher,2232
50231,Bruis,2233
50235,Killoscully,2234
50236,Ballygibbon,2235
50238,Upperchurch,2236
50253,Knigh,2237
50257,Aghancon,2238
50259,Timoney,2239
50262,Killavinoge,2240
50282,Ballynaclogh,2241
50292,Templetouhy,2242
50305,Kilvemnon,2243
50312,Poyntstown,2244
50318,Kilnarath,2245
50339,Gortkelly,2246
50341,Kilnaneave,2247
50358,Lorrha East,2248
50380,Shronell,2249
50391,Killenaule,2250
50412,Crohane,2251
50424,Bourney East,2252
50431,Ardcrony,2253
50448,Drom,2254
50458,Gorteen,2255
50462,Bourney West,2256
50467,Burgesbeg,2257
50506,Ballyphilip,2258
50520,Ballylusky,2259
50561,Anner,2260
50607,Solloghodbeg,2261
50608,Keereen,2262
50609,Dromana,2263
50610,Annestown,2264
50615,Ardmore,2265
50629,Seskinan,2266
50630,Reisk,2267
50633,Mocollop,2268
50634,Castlerichard,2269
50635,Gortnapeaky,2270
50637,Grange South,2271
50640,Ballylaneen,2272
50641,Graignagower,2273
50644,Knockmahon,2274
50646,Ballybeg South,2275
50647,Killoteran,2276
50650,Tramore,2277
50652,Carriglea,2278
50654,Cappoquin,2279
50673,Ross,2280
50674,Fenoagh,2281
50677,Carrickbeg Rural,2282
50678,Faithlegg,2283
50680,Ballymaclode,2284
50681,Clashmore,2285
50682,Grallagh,2286
50683,Ballyheeny,2287
50685,Clonea,2288
50691,Kilbarry,2289
50693,Dungarvan No 1 Urban,2290
50694,Dungarvan Rural,2291
50695,Dungarvan No 2 Urban,2292
50705,Ringville,2293
50798,Colligan,2294
50816,Bohadoon,2295
50870,Rathmoylan,2296
50902,Kilculliheen,2297
50909,Ferrybank,2298
50926,Grange Upper,2299
50930,Kilbarrymeaden,2300
50932,Gardenmorris,2301
50935,Kilmacthomas,2302
50936,Fews,2303
50939,Georgestown,2304
50940,FoxÃÂ¢ÃÂÃÂs Castle,2305
50960,Kilmeadan,2306
50975,Kilcockan,2307
50982,Comeragh,2308
50985,Mountkennedy,2309
50986,Lismore Urban,2310
50987,Lismore Rural,2311
51012,Mothel,2312
51014,Ballymacart,2313
51021,Ballyhack,2314
51024,Portlaw,2315
51063,Tallow,2316
51067,Kilwatermoy West,2317
51100,Drumcannon,2318
51101,Islandikane,2319
51119,Ballintruckle,2320
51260,Pembrokestown,2321
51330,Gracedieu,2322
51331,Poleberry,2323
51332,Park,2324
51344,Military Road,2325
51347,Slievekeale,2326
51348,Cleaboy,2327
51351,Ballybeg North,2328
51357,Ticor South,2329
51361,Grange North,2330
51374,Lisduggan,2331
51378,Ticor North,2332
51386,The Glen,2333
51411,Roanmore,2334
51418,Shortcourse,2335
51426,Morrison's Road,2336
51431,Kingsmeadow,2337
51448,Morrison's Avenue East,2338
51508,Custom House A,2339
51534,Woodstown,2340
51569,Larchville,2341
51577,Newport's Square,2342
51629,Morrison's Avenue West,2343
51853,Custom House B,2344
52026,Moydrum,2345
52028,Athlone East Rural,2346
52050,Athlone West Urban,2347
52111,Tubbrit,2348
52265,Glassan,2349
52335,Ardnagragh,2350
52418,Ballynagore,2351
52420,Ballinalack,2352
52424,Ballymore,2353
52430,Umma,2354
52434,Kilbixy,2355
52436,Emper,2356
52442,Coolure,2357
52444,Collinstown,2358
52447,Fore West,2359
52454,Faughalstown,2360
52471,Killua,2361
52485,Kilcumny,2362
52489,Fore East,2363
52498,Killulagh,2364
52502,Glore,2365
52503,Delvin,2366
52506,Ballyhealy,2367
52515,Copperalley,2368
52520,Clonarney,2369
52522,Bracklin,2370
52525,Rosmead,2371
52535,Noughaval,2372
52538,Auburn,2373
52539,Kilbeggan,2374
52560,Ardnaglew,2375
52567,Killucan,2376
52586,Derrymore,2377
52588,Huntingdon,2378
52591,Raharney,2379
52617,Kinnegad,2380
52661,Griffinstown,2381
52669,Ballyboggan,2382
52704,Street,2383
52705,Boherquill,2384
52708,Enniscoffey,2385
52709,Moate,2386
52711,Kilcumreragh,2387
52718,Mount Temple,2388
52719,Castledaly,2389
52751,Bellanalack,2390
52760,Templepatrick,2391
52762,Mullingar Rural,2392
52764,Mullingar South Urban,2393
52767,Mullingar North Urban,2394
52784,Owel,2395
52817,Castle,2396
52855,Woodland,2397
52927,Finnea,2398
52947,Hopestown,2399
52952,Middleton,2400
52978,Russellstown,2401
52979,Taghmon,2402
53013,Carrick,2403
53024,Heathstown,2404
53057,Ballymorin,2405
53080,Belvidere,2406
53099,Clonfad,2407
53119,Stonehall,2408
53236,Knockdrin,2409
53342,Multyfarnham,2410
53352,Ballynaskeagh,2411
53353,Riverdale,2412
53358,Rathconrath,2413
53359,Rathowen,2414
53362,Glenlough,2415
53370,Castlelost,2416
53384,Gaybrook,2417
53401,Ballykilmore,2418
53411,Adamstown,2419
53412,Carrickbyrne,2420
53419,Ardamine,2421
53429,Bolaboy,2422
53430,Ballycanew,2423
53431,Tintern,2424
53433,Ballygarrett,2425
53438,Courtown,2426
53450,Templeludigan,2427
53451,Bannow,2428
53457,Wexford Rural,2429
53468,Wexford No 2 Urban,2430
53470,Castle Talbot,2431
53472,Castle Ellis,2432
53493,Ballyvaldon,2433
53500,Ballyhoge,2434
53505,Bridgetown,2435
53518,Lady's Island,2436
53519,Kilscoran,2437
53523,Wexford No 3 Urban,2438
53524,Newtownbarry,2439
53529,Cranemore,2440
53535,Moyacomb,2441
53550,Artramon,2442
53551,Cahore,2443
53554,Kilcomb,2444
53564,Balloughter,2445
53569,Kilmokea,2446
53574,Killesk,2447
53586,Ardcavan,2448
53616,Aughwilliam,2449
53624,Duncormick,2450
53629,Clongeen,2451
53631,Clonroche,2452
53633,Coolgreany,2453
53684,Monaseed,2454
53685,Kilnahue,2455
53691,Ballycarney,2456
53692,Ardcolm,2457
53711,Templetown,2458
53724,Rathroe,2459
53727,Kilcowan,2460
53729,Killag,2461
53733,Harristown,2462
53747,Enniscorthy Rural,2463
53751,Bree,2464
53762,Ballyhuskard,2465
53775,Ferns,2466
53807,The Leap,2467
53871,Killurin,2468
53897,Edermine,2469
53928,Kiltealy,2470
53938,Clonleigh,2471
53963,Killoughrum,2472
54013,The Harrow,2473
54018,Tinnacross,2474
54029,Kilbora,2475
54030,Tombrack,2476
54039,Ballybeg,2477
54052,Fethard,2478
54074,Old Ross,2479
54075,Ballymitty,2480
54078,Horetown,2481
54088,Gorey Rural,2482
54089,Gorey Urban,2483
54125,Ballynestragh,2484
54145,Monamolin,2485
54151,Ballyellis,2486
54188,Wells,2487
54253,Limerick,2488
54298,Huntingtown,2489
54306,Wingfield,2490
54311,Ford,2491
54327,Killenagh,2492
54392,Coolboy,2493
54452,Ballylarkin,2494
54458,Killinick,2495
54467,Tacumshin,2496
54483,Tomhaggard,2497
54493,Killincooly,2498
54526,St. Helen's,2499
54535,Rosslare,2500
54548,Mayglass,2501
54574,Wexford No 1 Urban,2502
54585,New Ross Rural,2503
54588,Ballyanne,2504
54599,Dysartmoon,2505
54613,Rosbercon,2506
54648,Rochestown,2507
54707,Oldcourt,2508
54759,Whitemoor,2509
54815,Newbawn,2510
54823,Kilcormick,2511
54993,Harperstown,2512
55001,Forth,2513
55107,Oldtown,2514
55109,Arklow No 1 Urban,2515
55113,Arklow No 2 Urban,2516
55225,Arklow Rural,2517
55267,Avoca,2518
55370,Glenealy,2519
55371,Killiskey,2520
55399,Ballycullen,2521
55401,Wicklow Rural,2522
55411,Coolballintaggart,2523
55417,Ballinaclash,2524
55422,Ballinacor,2525
55433,Ballinglen,2526
55441,Kilpipe,2527
55449,Ballyarthur,2528
55450,Cronebane,2529
55466,Dunganstown South,2530
55467,Kilmacanoge,2531
55468,Baltinglass,2532
55474,Stratford,2533
55493,Carrigeen,2534
55519,Blessington,2535
55520,Burgage,2536
55619,Bray No 2,2537
55627,Bray No 1,2538
55676,Rathmichael (Bray),2539
56008,Ennereilly,2540
56013,Dunganstown East,2541
56022,Dunganstown West,2542
56035,Carnew,2543
56050,Shillelagh,2544
56052,Delgany,2545
56053,Kilcoole,2546
56078,Greystones,2547
56152,Donard,2548
56159,Gilltown,2549
56160,Dunlavin,2550
56167,Tober,2551
56171,Enniskerry,2552
56177,Powerscourt,2553
56220,Brockagh,2554
56242,Rathsallagh,2555
56243,The Grange,2556
56652,Newcastle Lower,2557
56664,Newcastle Upper,2558
56700,Humewood,2559
56757,Rathdrum,2560
56838,Togher,2561
56839,Calary,2562
56851,Moneystown,2563
56859,Aghowle,2564
56862,Tinahely,2565
56878,Wicklow Urban,2566
56956,Money,2567
